"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
1772,1217522963.85324,139013321.800221,1955,FALSE,1,"17943","ESP","Massif des Encantats","ESP",TRUE,"14433;17905;17906;17909;17916;17917;17935;17936;17943",TRUE,"",0.114177166203312
1772,1217522963.85324,3934703.11185244,1987,FALSE,2,"17943","ESP","Massif des Encantats","ESP",TRUE,"14433;17905;17906;17909;17916;17917;17935;17936;17943",TRUE,"",0.00323172804839738
1772,1217522963.85324,415229407.144889,1988,FALSE,1,"17943","ESP","Massif des Encantats","ESP",TRUE,"14433;17905;17906;17909;17916;17917;17935;17936;17943",TRUE,"",0.341044415154817
1772,1217522963.85324,250562252.181527,1992,FALSE,14,"17943","ESP","Massif des Encantats","ESP",TRUE,"14433;17905;17906;17909;17916;17917;17935;17936;17943",TRUE,"",0.205796736176985
1772,1217522963.85324,304.709098368883,1994,FALSE,1,"17943","ESP","Massif des Encantats","ESP",TRUE,"14433;17905;17906;17909;17916;17917;17935;17936;17943",TRUE,"",2.50269692987583e-07
1772,1217522963.85324,3085.78176482875,1995,FALSE,1,"17943","ESP","Massif des Encantats","ESP",TRUE,"14433;17905;17906;17909;17916;17917;17935;17936;17943",TRUE,"",2.53447520617007e-06
1772,1217522963.85324,741953.386643905,2001,FALSE,3,"17943","ESP","Massif des Encantats","ESP",TRUE,"14433;17905;17906;17909;17916;17917;17935;17936;17943",TRUE,"",0.000609395804984043
1772,1217522963.85324,40920.1734368205,2003,FALSE,7,"17943","ESP","Massif des Encantats","ESP",TRUE,"14433;17905;17906;17909;17916;17917;17935;17936;17943",TRUE,"",3.36093647936754e-05
1772,1217522963.85324,40200.3192080307,2007,FALSE,1,"17943","ESP","Massif des Encantats","ESP",TRUE,"14433;17905;17906;17909;17916;17917;17935;17936;17943",TRUE,"",3.30181199053559e-05
1772,1217522963.85324,2405.49749182169,2008,FALSE,1,"17943","ESP","Massif des Encantats","ESP",TRUE,"14433;17905;17906;17909;17916;17917;17935;17936;17943",TRUE,"",1.97573069522132e-06
