"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
1849,2037936775.02377,199757347.73743,1989,FALSE,1,"15080","ESP","Sierras de Valdepeñas de Jaén y Campillo de Arenas","ESP",TRUE,"12807;15076;15077;15078;15079;15080;15081",TRUE,"",0.0980194038331245
1849,2037936775.02377,22912893.0056437,1991,FALSE,1,"15080","ESP","Sierras de Valdepeñas de Jaén y Campillo de Arenas","ESP",TRUE,"12807;15076;15077;15078;15079;15080;15081",TRUE,"",0.0112431814796494
1849,2037936775.02377,6.60752422346559,1992,FALSE,1,"15080","ESP","Sierras de Valdepeñas de Jaén y Campillo de Arenas","ESP",TRUE,"12807;15076;15077;15078;15079;15080;15081",TRUE,"",3.24226163659494e-09
1849,2037936775.02377,16682.9905949323,2001,FALSE,2,"15080","ESP","Sierras de Valdepeñas de Jaén y Campillo de Arenas","ESP",TRUE,"12807;15076;15077;15078;15079;15080;15081",TRUE,"",8.18621598049221e-06
1849,2037936775.02377,4.19898665575819,2002,FALSE,1,"15080","ESP","Sierras de Valdepeñas de Jaén y Campillo de Arenas","ESP",TRUE,"12807;15076;15077;15078;15079;15080;15081",TRUE,"",2.06041066004573e-09
1849,2037936775.02377,1925113.44440731,2005,FALSE,1,"15080","ESP","Sierras de Valdepeñas de Jaén y Campillo de Arenas","ESP",TRUE,"12807;15076;15077;15078;15079;15080;15081",TRUE,"",0.000944638453950492
1849,2037936775.02377,59973330.9429077,2006,FALSE,1,"15080","ESP","Sierras de Valdepeñas de Jaén y Campillo de Arenas","ESP",TRUE,"12807;15076;15077;15078;15079;15080;15081",TRUE,"",0.0294284551306594
1849,2037936775.02377,23236.7020633072,2010,FALSE,1,"15080","ESP","Sierras de Valdepeñas de Jaén y Campillo de Arenas","ESP",TRUE,"12807;15076;15077;15078;15079;15080;15081",TRUE,"",1.14020721094432e-05
1849,2037936775.02377,NA,2012,FALSE,1,"15080","ESP","Sierras de Valdepeñas de Jaén y Campillo de Arenas","ESP",TRUE,"12807;15076;15077;15078;15079;15080;15081",TRUE,"",NA
1849,2037936775.02377,61567384.1237705,2015,FALSE,2,"15080","ESP","Sierras de Valdepeñas de Jaén y Campillo de Arenas","ESP",TRUE,"12807;15076;15077;15078;15079;15080;15081",TRUE,"",0.0302106448435096
