"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
44609,189781305.647564,4111.5775557626,1966,FALSE,1,"13682","NZL","Potts Range","NZL",TRUE,"12023;12869;13646;13649;13650;13656;13657;13660;13682;13687;13690;13692;13694;13699;13895",TRUE,"",2.16648185749026e-05
44609,189781305.647564,3597446.56398683,1987,FALSE,8,"13682","NZL","Potts Range","NZL",TRUE,"12023;12869;13646;13649;13650;13656;13657;13660;13682;13687;13690;13692;13694;13699;13895",TRUE,"",0.0189557477840706
44609,189781305.647564,3213.26488986611,1988,FALSE,1,"13682","NZL","Potts Range","NZL",TRUE,"12023;12869;13646;13649;13650;13656;13657;13660;13682;13687;13690;13692;13694;13699;13895",TRUE,"",1.69314089124951e-05
44609,189781305.647564,1675894.78011838,1999,FALSE,1,"13682","NZL","Potts Range","NZL",TRUE,"12023;12869;13646;13649;13650;13656;13657;13660;13682;13687;13690;13692;13694;13699;13895",TRUE,"",0.00883066313828941
44609,189781305.647564,681529.474651972,2007,FALSE,3,"13682","NZL","Potts Range","NZL",TRUE,"12023;12869;13646;13649;13650;13656;13657;13660;13682;13687;13690;13692;13694;13699;13895",TRUE,"",0.00359113070872016
44609,189781305.647564,9941630.4088197,2008,FALSE,3,"13682","NZL","Potts Range","NZL",TRUE,"12023;12869;13646;13649;13650;13656;13657;13660;13682;13687;13690;13692;13694;13699;13895",TRUE,"",0.0523846665239092
44609,189781305.647564,2281458.84771876,2009,FALSE,1,"13682","NZL","Potts Range","NZL",TRUE,"12023;12869;13646;13649;13650;13656;13657;13660;13682;13687;13690;13692;13694;13699;13895",TRUE,"",0.01202151518525
44609,189781305.647564,34246.9966485649,2018,FALSE,1,"13682","NZL","Potts Range","NZL",TRUE,"12023;12869;13646;13649;13650;13656;13657;13660;13682;13687;13690;13692;13694;13699;13895",TRUE,"",0.000180455058688256
