"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
1728,764325670.633592,163496.024096685,1982,TRUE,1,"18662","ESP","Sierra del Chorito","ESP",TRUE,"18661;18662;18658",TRUE,"",0.000213908848516305
1728,764325670.633592,278806.783144074,1989,TRUE,1,"18662","ESP","Sierra del Chorito","ESP",TRUE,"18661;18662;18658",TRUE,"",0.000364774851684564
1728,764325670.633592,131686966.196068,2000,TRUE,1,"18662","ESP","Sierra del Chorito","ESP",TRUE,"18661;18662;18658",TRUE,"",0.172291696139036
1728,764325670.633592,14598683.2832109,2001,TRUE,1,"18662","ESP","Sierra del Chorito","ESP",TRUE,"18661;18662;18658",TRUE,"",0.0191000823917235
1728,764325670.633592,9232.75989727233,2002,TRUE,1,"18662","ESP","Sierra del Chorito","ESP",TRUE,"18661;18662;18658",TRUE,"",1.20796150803345e-05
1728,764325670.633592,NA,2005,TRUE,1,"18662","ESP","Sierra del Chorito","ESP",TRUE,"18661;18662;18658",TRUE,"",NA
1728,764325670.633592,6.76511808427676,2006,TRUE,1,"18662","ESP","Sierra del Chorito","ESP",TRUE,"18661;18662;18658",TRUE,"",8.851093642673e-09
1728,764325670.633592,78109750.0726283,2008,TRUE,3,"18662","ESP","Sierra del Chorito","ESP",TRUE,"18661;18662;18658",TRUE,"",0.102194330340729
1728,764325670.633592,240964.561768189,2015,TRUE,1,"18662","ESP","Sierra del Chorito","ESP",TRUE,"18661;18662;18658",TRUE,"",0.00031526425321871
1729,973353769.905579,3895137.37109318,1989,FALSE,1,"18662","ESP","Sierra del Chorito","ESP",TRUE,"12803;18662;18658",TRUE,"",0.00400176944038654
1729,973353769.905579,1148910.32436134,1993,FALSE,1,"18662","ESP","Sierra del Chorito","ESP",TRUE,"12803;18662;18658",TRUE,"",0.0011803625360929
1729,973353769.905579,39817.4656480288,1998,FALSE,1,"18662","ESP","Sierra del Chorito","ESP",TRUE,"12803;18662;18658",TRUE,"",4.09074962044801e-05
1729,973353769.905579,216249700.317021,2000,FALSE,2,"18662","ESP","Sierra del Chorito","ESP",TRUE,"12803;18662;18658",TRUE,"",0.2221696848598
1729,973353769.905579,4711095.9193973,2003,FALSE,1,"18662","ESP","Sierra del Chorito","ESP",TRUE,"12803;18662;18658",TRUE,"",0.00484006541614803
1729,973353769.905579,11215851.4289123,2008,FALSE,9,"18662","ESP","Sierra del Chorito","ESP",TRUE,"12803;18662;18658",TRUE,"",0.0115228930895293
