"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
3239,1777243152.14727,2475852.82457063,1940,FALSE,1,"15359","AUT","High Tauern","AUT",TRUE,"15358;15359;15360;15362",TRUE,"",0.00139308615232491
3239,1777243152.14727,773612.944815576,1941,FALSE,1,"15359","AUT","High Tauern","AUT",TRUE,"15358;15359;15360;15362",TRUE,"",0.000435288184332512
3239,1777243152.14727,32850.7935717124,1957,FALSE,1,"15359","AUT","High Tauern","AUT",TRUE,"15358;15359;15360;15362",TRUE,"",1.84841300595375e-05
3239,1777243152.14727,2673083.38830945,1960,FALSE,1,"15359","AUT","High Tauern","AUT",TRUE,"15358;15359;15360;15362",TRUE,"",0.00150406171776767
3239,1777243152.14727,9482.24231350422,1973,FALSE,1,"15359","AUT","High Tauern","AUT",TRUE,"15358;15359;15360;15362",TRUE,"",5.33536578945191e-06
3239,1777243152.14727,2873233.80343333,1978,FALSE,2,"15359","AUT","High Tauern","AUT",TRUE,"15358;15359;15360;15362",TRUE,"",0.00161668019368193
3239,1777243152.14727,759823965.715821,1984,FALSE,2,"15359","AUT","High Tauern","AUT",TRUE,"15358;15359;15360;15362",TRUE,"",0.427529550358824
3239,1777243152.14727,4390890.86631544,1989,FALSE,3,"15359","AUT","High Tauern","AUT",TRUE,"15358;15359;15360;15362",TRUE,"",0.00247061909396604
3239,1777243152.14727,NA,1990,FALSE,1,"15359","AUT","High Tauern","AUT",TRUE,"15358;15359;15360;15362",TRUE,"",NA
3239,1777243152.14727,601792954.828712,1991,FALSE,2,"15359","AUT","High Tauern","AUT",TRUE,"15358;15359;15360;15362",TRUE,"",0.338610366342739
3239,1777243152.14727,131439.661530554,1992,FALSE,1,"15359","AUT","High Tauern","AUT",TRUE,"15358;15359;15360;15362",TRUE,"",7.3957050486732e-05
3239,1777243152.14727,70527.5171722025,1995,FALSE,1,"15359","AUT","High Tauern","AUT",TRUE,"15358;15359;15360;15362",TRUE,"",3.96836623548055e-05
3239,1777243152.14727,26136307.6712264,1996,FALSE,2,"15359","AUT","High Tauern","AUT",TRUE,"15358;15359;15360;15362",TRUE,"",0.0147060955838533
3239,1777243152.14727,456592.142250732,1997,FALSE,1,"15359","AUT","High Tauern","AUT",TRUE,"15358;15359;15360;15362",TRUE,"",0.000256910339870533
3239,1777243152.14727,665.190690681338,1998,FALSE,1,"15359","AUT","High Tauern","AUT",TRUE,"15358;15359;15360;15362",TRUE,"",3.74282320276577e-07
3239,1777243152.14727,341805063.146332,2002,FALSE,1,"15359","AUT","High Tauern","AUT",TRUE,"15358;15359;15360;15362",TRUE,"",0.192323184778269
