"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
28585,13860567241.7005,43119.609134457,1924,FALSE,1,"13899","NZL","Mount Karioi Range*","NZL",TRUE,"13856;13898;13899",TRUE,"",3.1109555895179e-06
28585,13860567241.7005,3285.51138637401,1942,FALSE,2,"13899","NZL","Mount Karioi Range*","NZL",TRUE,"13856;13898;13899",TRUE,"",2.37040182344725e-07
28585,13860567241.7005,551.363420672715,1951,FALSE,1,"13899","NZL","Mount Karioi Range*","NZL",TRUE,"13856;13898;13899",TRUE,"",3.97792825544612e-08
28585,13860567241.7005,1690932.27911557,1957,FALSE,1,"13899","NZL","Mount Karioi Range*","NZL",TRUE,"13856;13898;13899",TRUE,"",0.000121995893070543
28585,13860567241.7005,20625.1008830395,1965,FALSE,1,"13899","NZL","Mount Karioi Range*","NZL",TRUE,"13856;13898;13899",TRUE,"",1.48804161643453e-06
28585,13860567241.7005,89.7590258792043,1972,FALSE,1,"13899","NZL","Mount Karioi Range*","NZL",TRUE,"13856;13898;13899",TRUE,"",6.4758551590268e-09
28585,13860567241.7005,1960.96158433426,1974,FALSE,1,"13899","NZL","Mount Karioi Range*","NZL",TRUE,"13856;13898;13899",TRUE,"",1.41477729600746e-07
28585,13860567241.7005,70281.6769366749,1979,FALSE,1,"13899","NZL","Mount Karioi Range*","NZL",TRUE,"13856;13898;13899",TRUE,"",5.07062053890748e-06
28585,13860567241.7005,11499.4775677584,1984,FALSE,1,"13899","NZL","Mount Karioi Range*","NZL",TRUE,"13856;13898;13899",TRUE,"",8.29654181335479e-07
28585,13860567241.7005,73242.2235527902,1987,FALSE,5,"13899","NZL","Mount Karioi Range*","NZL",TRUE,"13856;13898;13899",TRUE,"",5.28421544916543e-06
28585,13860567241.7005,856.375477803871,1989,FALSE,1,"13899","NZL","Mount Karioi Range*","NZL",TRUE,"13856;13898;13899",TRUE,"",6.17850238644926e-08
28585,13860567241.7005,85312.2458500788,1990,FALSE,1,"13899","NZL","Mount Karioi Range*","NZL",TRUE,"13856;13898;13899",TRUE,"",6.15503278923612e-06
28585,13860567241.7005,161.307077785954,2006,FALSE,2,"13899","NZL","Mount Karioi Range*","NZL",TRUE,"13856;13898;13899",TRUE,"",1.16378410041293e-08
28585,13860567241.7005,8657.73096360639,2008,FALSE,1,"13899","NZL","Mount Karioi Range*","NZL",TRUE,"13856;13898;13899",TRUE,"",6.24630349727605e-07
28585,13860567241.7005,2636.30337457079,2010,FALSE,2,"13899","NZL","Mount Karioi Range*","NZL",TRUE,"13856;13898;13899",TRUE,"",1.90201694389482e-07
