"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","percPA"
6391,1851652205.18567,869067467.612043,1943,FALSE,2,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.469347032438471
6391,1851652205.18567,735578845.531486,1950,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.39725540437424
6391,1851652205.18567,41523984.9263271,1956,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.0224253695213586
6393,382280855.151915,228440775.963431,1943,FALSE,2,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.597573153049087
6394,718823555.377856,24262429.0929367,1943,FALSE,2,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.0337529688772969
6396,1117381391.74626,15417701.3858626,1943,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.0137980652799019
6398,351993455.194601,0,0,FALSE,0,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0
6399,4491926.55293609,62318.2184161171,1995,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.013873383209123
6400,5731760.32409057,1415187.64656168,1941,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.246902795396669
6400,5731760.32409057,42.6281622999813,1965,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",7.43718506875023e-06
6402,2537651.05199392,0,0,FALSE,0,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0
6403,493537.216207946,0,0,FALSE,0,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0
6407,15118725.3981568,2497156.29209229,1967,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.165169763080473
6408,3760149.86446946,1251498.22478932,1961,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.332832006674793
6414,13274639583.7547,2006054.60134728,1943,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.000151119327096629
6414,13274639583.7547,12906854052.7053,1948,FALSE,2,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.972294123035966
6414,13274639583.7547,50066393.6967612,1976,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.00377158214962248
6415,7327489825.30408,19580321.5328076,1943,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.00267217314518687
6415,7327489825.30408,6568164976.58218,1948,FALSE,2,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.896373128202823
6415,7327489825.30408,368345.317219108,1951,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",5.02689633149811e-05
6415,7327489825.30408,120125056.97146,2001,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.0163937528178656
6416,318718414.328618,15868229.230435,1948,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.0497876135078719
6416,318718414.328618,169990864.916408,1983,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.533357525872781
6417,6187225603.52194,97421.7791669044,1967,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",1.57456322768398e-05
6418,7286762253.88724,71692340.8926786,1973,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.0098387100326257
6418,7286762253.88724,115952760.189536,1983,FALSE,2,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.0159127958549325
6418,7286762253.88724,34548385.3425463,1997,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.00474125326706192
6420,212625410.178798,0,0,FALSE,0,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0
6421,804118351.809575,781369285.333093,1966,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.971709305694507
6421,804118351.809575,18451702.8719314,1979,FALSE,2,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.0229465013830464
6422,80985767.7487097,62083750.3146208,1976,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.766600750236265
6423,348987697.938236,265200856.598497,1985,FALSE,2,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.759914627837202
6424,217590492.817317,156289309.345196,1974,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.718272693450869
6425,3470822.19787535,0,0,FALSE,0,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0
6426,118168444.293092,369265.15524257,1932,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.00312490493931431
6426,118168444.293092,108921219.605033,1946,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.92174539706114
6428,10078896.4052547,0,0,FALSE,0,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0
6430,99808553.2414579,93238198.8521169,1983,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.934170427523922
6431,197215043.645431,39842391.8322897,2010,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.202025114797639
6432,413564197.634204,358024133.633341,1974,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.86570388752561
6433,1050491787.00232,190196280.751785,1941,FALSE,6,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.181054514756874
6433,1050491787.00232,151261898.362913,1954,FALSE,2,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.143991509723797
6433,1050491787.00232,93850249.4434218,1958,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.089339346203965
6433,1050491787.00232,130846873.29684,1967,FALSE,2,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.124557730879767
6440,5713012959.37877,1445833444.84751,1974,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.253077221271475
6440,5713012959.37877,62113671.0771848,1995,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.0108723140519427
6440,5713012959.37877,30348241.800251,2005,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.0053121254959574
6440,5713012959.37877,172310201.617487,2006,FALSE,2,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.0301610031068832
6440,5713012959.37877,329946856.929324,2009,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.0577535635356238
6440,5713012959.37877,258655474.02711,2010,FALSE,2,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.0452747921046614
6441,2706867915.98823,827475234.252689,1932,FALSE,3,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.305694721698525
6441,2706867915.98823,785398506.11292,1941,FALSE,2,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.290150288262656
6441,2706867915.98823,167723628.244631,1957,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.0619622506343823
6441,2706867915.98823,4329474.17317997,1967,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.00159944050007307
6442,715710545.303809,18419340.2978617,1932,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.0257357397047196
6442,715710545.303809,44444837.962621,1941,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.0620989005321346
6442,715710545.303809,63047529.0868398,1957,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.0880908203749843
6442,715710545.303809,2063108.72052513,1967,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.00288260209949732
6443,112949319.027878,13557700.1293912,1933,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.120033482681245
6443,112949319.027878,13339375.0241737,1936,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.118100535169064
6444,41969910.3451989,0,0,FALSE,0,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0
6445,169950232.866494,532807.405107175,1933,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.00313507899412958
6445,169950232.866494,92299335.2744145,1936,FALSE,2,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.543096256578366
6446,1706138200.32411,1446111.08536899,2001,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.000847593169823102
6447,3685257.20730132,0,0,FALSE,0,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0
6448,230961282.893992,73053345.6768337,1933,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.316301263837213
6448,230961282.893992,39103117.2076993,1985,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.169305940449106
6450,13554608.429158,0,0,FALSE,0,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0
6816,14818653855.5143,135346.597182766,1939,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","SSD",9.13352849067328e-06
6816,14818653855.5143,8672316652.89679,1986,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","SSD",0.585229720422253
6818,283750361.866804,0,0,FALSE,0,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","SSD",0
6819,5724581511.51911,4971670.57719065,1948,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","SSD",0.000868477558959822
6819,5724581511.51911,1145239072.05408,1952,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","SSD",0.200056383117196
6819,5724581511.51911,386.305219556671,1975,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","SSD",6.74818270609546e-08
6820,7539426772.62618,17734416.3110882,1950,FALSE,2,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","SSD",0.00235222343102761
6820,7539426772.62618,12610874.4780085,1962,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","SSD",0.00167265693511283
6820,7539426772.62618,2807604689.74735,1975,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","SSD",0.372389675557442
6964,423235015.235328,5535510.425959,1941,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.0130790464557408
6964,423235015.235328,106823917.35081,1960,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.252398581179334
6964,423235015.235328,12459436.5726905,1964,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.0294385769706762
6964,423235015.235328,74389864.7869748,1967,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.175764911004852
6966,1851382646.7619,2178910.38021957,1947,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.00117690979983556
6966,1851382646.7619,80673114.2097187,1958,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.0435745221825522
6966,1851382646.7619,72562862.5671332,1963,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.0391938763680468
6966,1851382646.7619,1664793350.60204,1973,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.89921624441808
6967,603506329.354059,8606997.05716962,1954,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.0142616516820657
6967,603506329.354059,103163719.031689,1960,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.170940575125544
6967,603506329.354059,92928.5724899024,2006,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.00015398110669256
6972,13249880792.828,12960150605.4893,1951,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.978133374037937
6972,13249880792.828,110188.784636555,1954,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",8.31620950855643e-06
6972,13249880792.828,110422233.47987,1958,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.00833382844769744
6973,2628535444.24478,632998.930013573,1948,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.000240818107056359
6973,2628535444.24478,19810954.8757294,1965,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.00753687948895869
6973,2628535444.24478,2559410473.79458,1970,TRUE,2,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.973702096883819
6976,8099470804.41866,15145046.4390775,1951,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.00186988098417679
6976,8099470804.41866,7957206084.93279,1954,FALSE,2,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.982435306834089
6978,3119264998.83203,7974446.51189965,1951,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.00255651460035796
6978,3119264998.83203,2000730752.74725,1969,FALSE,2,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.641410958509903
6978,3119264998.83203,2858.76427068748,1979,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",9.16486502992821e-07
6978,3119264998.83203,246.872794105904,1981,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",7.91445402036513e-08
6983,61698044.0448977,61698044.0448977,2006,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",1
6985,5678801.98027849,0,0,FALSE,0,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0
6986,1191469629.30856,215957947.721261,1954,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.18125342216787
6986,1191469629.30856,7278799.08179362,1979,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.00610909325990767
6989,271668093.455503,0,0,FALSE,0,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0
6993,284345533.272209,182224.730963171,1978,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.00064085666782296
6994,2255561823.57275,64635382.681235,1954,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.0286560013588341
6994,2255561823.57275,8613829.9135275,1958,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.00381892875801712
6994,2255561823.57275,56330784.5096789,1965,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.0249741700364712
6994,2255561823.57275,2068244910.83915,1985,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.916953323657121
6994,2255561823.57275,10527706.339211,2000,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.00466744304198915
6994,2255561823.57275,40941100.1196162,2001,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.01815117621328
6997,31216474.5496069,0,0,FALSE,0,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0
7000,2099962.9725397,0,0,FALSE,0,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0
7004,721541211.202147,0,0,FALSE,0,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0
7005,415278653.666359,0,0,FALSE,0,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0
7006,3218516495.4467,607803.049648762,1958,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.0001888457152569
7037,1897341748.5989,4690438.98664155,1985,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.00247211077820073
7037,1897341748.5989,1146126958.01352,2007,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","TZA",0.604069856608532
7064,32433611.8001936,0,0,FALSE,0,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","UGA",0
7066,61368467.0721446,0,0,FALSE,0,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","UGA",0
7067,566085991.491442,75929635.9361152,1964,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","UGA",0.134130921940087
7067,566085991.491442,490148737.125247,2006,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","UGA",0.865855619980762
7069,481402416.263516,453716099.879985,1948,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","UGA",0.942488206439796
7070,1456660810.62821,376600975.305232,1950,FALSE,2,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","UGA",0.258537178015256
7070,1456660810.62821,927277632.698073,1962,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","UGA",0.636577593034969
7070,1456660810.62821,85459345.7123099,1963,FALSE,2,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","UGA",0.0586679789068082
7070,1456660810.62821,NA,1975,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","UGA",NA
7070,1456660810.62821,14075129.298813,2002,FALSE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","UGA",0.00966259900459798
20926,403507482.94167,0,0,FALSE,0,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0
22346,866612.518741873,0,0,FALSE,0,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0
22347,34875166.7009703,0,0,FALSE,0,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0
22352,342428.712984329,0,0,FALSE,0,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0
22353,2009798.97139936,2008276.05754475,1965,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.999242255630398
22354,3118153.84189415,3117373.39829046,1965,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.999749709718229
22357,5959881.24605899,1146936.82794427,1948,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.192442899546478
22358,605919.563868009,604753.935147021,1939,TRUE,1,"12171","KEN;SSD;TZA;UGA","Eastern Rift mountains","KEN",0.998076264919478
