"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
24332,1383572471.40577,982190619.727741,1986,FALSE,1,"12639","AUS","McPherson Range","AUS",TRUE,"12639;12640;14404;14405;14414;20942",TRUE,"",0.709894595351261
24332,1383572471.40577,NA,1989,FALSE,2,"12639","AUS","McPherson Range","AUS",TRUE,"12639;12640;14404;14405;14414;20942",TRUE,"",NA
24332,1383572471.40577,NA,1994,FALSE,1,"12639","AUS","McPherson Range","AUS",TRUE,"12639;12640;14404;14405;14414;20942",TRUE,"",NA
24332,1383572471.40577,NA,1999,FALSE,4,"12639","AUS","McPherson Range","AUS",TRUE,"12639;12640;14404;14405;14414;20942",TRUE,"",NA
24332,1383572471.40577,NA,2003,FALSE,1,"12639","AUS","McPherson Range","AUS",TRUE,"12639;12640;14404;14405;14414;20942",TRUE,"",NA
24332,1383572471.40577,NA,2004,FALSE,2,"12639","AUS","McPherson Range","AUS",TRUE,"12639;12640;14404;14405;14414;20942",TRUE,"",NA
24332,1383572471.40577,NA,2006,FALSE,2,"12639","AUS","McPherson Range","AUS",TRUE,"12639;12640;14404;14405;14414;20942",TRUE,"",NA
24332,1383572471.40577,NA,2007,FALSE,1,"12639","AUS","McPherson Range","AUS",TRUE,"12639;12640;14404;14405;14414;20942",TRUE,"",NA
24332,1383572471.40577,NA,2008,FALSE,1,"12639","AUS","McPherson Range","AUS",TRUE,"12639;12640;14404;14405;14414;20942",TRUE,"",NA
24332,1383572471.40577,NA,2009,FALSE,3,"12639","AUS","McPherson Range","AUS",TRUE,"12639;12640;14404;14405;14414;20942",TRUE,"",NA
24332,1383572471.40577,NA,2011,FALSE,1,"12639","AUS","McPherson Range","AUS",TRUE,"12639;12640;14404;14405;14414;20942",TRUE,"",NA
24332,1383572471.40577,NA,2012,FALSE,1,"12639","AUS","McPherson Range","AUS",TRUE,"12639;12640;14404;14405;14414;20942",TRUE,"",NA
24332,1383572471.40577,NA,2013,FALSE,3,"12639","AUS","McPherson Range","AUS",TRUE,"12639;12640;14404;14405;14414;20942",TRUE,"",NA
24332,1383572471.40577,NA,2014,FALSE,1,"12639","AUS","McPherson Range","AUS",TRUE,"12639;12640;14404;14405;14414;20942",TRUE,"",NA
24332,1383572471.40577,NA,2016,FALSE,2,"12639","AUS","McPherson Range","AUS",TRUE,"12639;12640;14404;14405;14414;20942",TRUE,"",NA
24332,1383572471.40577,NA,2017,FALSE,1,"12639","AUS","McPherson Range","AUS",TRUE,"12639;12640;14404;14405;14414;20942",TRUE,"",NA
24332,1383572471.40577,NA,2018,FALSE,3,"12639","AUS","McPherson Range","AUS",TRUE,"12639;12640;14404;14405;14414;20942",TRUE,"",NA
