"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
26108,2551156584.93234,108084.451756968,1938,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",4.23668434918252e-05
26108,2551156584.93234,1219592.5515635,1945,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.000478054761031396
26108,2551156584.93234,127199.675818384,1957,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",4.98596113502603e-05
26108,2551156584.93234,57978668.6483074,1965,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.0227264249441769
26108,2551156584.93234,7403613.70043039,1968,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.00290206165476384
26108,2551156584.93234,842030.750370089,1971,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.000330058435198881
26108,2551156584.93234,191363.524605751,1983,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",7.50104974880742e-05
26108,2551156584.93234,10351811.8725288,1984,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.00405769364909578
26108,2551156584.93234,68699789.9300291,1985,TRUE,2,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.0269288801541169
26108,2551156584.93234,4865478.78043646,1987,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.00190716587494981
26108,2551156584.93234,209865524.539211,1988,TRUE,2,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.0822628943196669
