"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
26108,2551156584.93234,140121.369566545,1989,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",5.4924644921496e-05
26108,2551156584.93234,23589751.447096,1992,TRUE,3,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.00924668896704421
26108,2551156584.93234,154518423.81804,1993,TRUE,4,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.0605679889390789
26108,2551156584.93234,4619644.93313655,1994,TRUE,2,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.00181080415072173
26108,2551156584.93234,35142949.3189154,1996,TRUE,3,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.0137753007896407
26108,2551156584.93234,351871.519030482,1997,TRUE,2,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.000137926272777104
26108,2551156584.93234,NA,1998,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",NA
26108,2551156584.93234,57003634.6976406,1999,TRUE,2,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.0223442320374673
26108,2551156584.93234,27408680.083749,2000,TRUE,2,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.0107436290840125
26108,2551156584.93234,16056878.2604936,2002,TRUE,3,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.00629396029837167
26108,2551156584.93234,69328525.4614236,2003,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.0271753313265412
26108,2551156584.93234,2068589.36742269,2004,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.000810843748141613
26108,2551156584.93234,4695183.44010809,2005,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.00184041366486041
26108,2551156584.93234,136881084.579867,2006,TRUE,2,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.0536545210075755
26108,2551156584.93234,5197246.02101722,2007,TRUE,4,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.00203721169124359
26108,2551156584.93234,121266.997615434,2008,TRUE,2,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",4.75341256321396e-05
26108,2551156584.93234,164790.551290871,2009,TRUE,3,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",6.45944479708375e-05
26108,2551156584.93234,15754089.9988716,2012,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.00617527363546345
26108,2551156584.93234,102126009.676124,2013,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.0400312588726623
26108,2551156584.93234,106855649.773218,2014,TRUE,1,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.0418851788260783
26108,2551156584.93234,3237171.28834903,2016,TRUE,3,"15918","USA","Southwest Catskills","USA",TRUE,"15912;15914;15916;15917;15918;19635",TRUE,"",0.00126890340932754
