"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
874,5552291736.42293,4891193.43370479,1967,FALSE,1,"20510","SWE","Norra Storfjallet","SWE",TRUE,"20385;20404;20416;20510;20512;20513;20514;20515;20516;20520;20526;20533;20534",TRUE,"",0.000880932354764188
874,5552291736.42293,119019545.103852,1974,FALSE,1,"20510","SWE","Norra Storfjallet","SWE",TRUE,"20385;20404;20416;20510;20512;20513;20514;20515;20516;20520;20526;20533;20534",TRUE,"",0.0214361115650833
874,5552291736.42293,5374999421.74473,1996,FALSE,1,"20510","SWE","Norra Storfjallet","SWE",TRUE,"20385;20404;20416;20510;20512;20513;20514;20515;20516;20520;20526;20533;20534",TRUE,"",0.968068624075503
