"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
3108,1280113745.0639,1427592.9411787,1966,FALSE,2,"20299","SVK","Volovec Mountains","SVK",TRUE,"20296;20297;20299;20311",TRUE,"",0.00111520788420832
3108,1280113745.0639,5677760.76811117,1983,FALSE,2,"20299","SVK","Volovec Mountains","SVK",TRUE,"20296;20297;20299;20311",TRUE,"",0.00443535645953694
3108,1280113745.0639,32365.6087708473,1987,FALSE,1,"20299","SVK","Volovec Mountains","SVK",TRUE,"20296;20297;20299;20311",TRUE,"",2.52833850864025e-05
3108,1280113745.0639,62359.7485656291,1989,FALSE,1,"20299","SVK","Volovec Mountains","SVK",TRUE,"20296;20297;20299;20311",TRUE,"",4.87142246586193e-05
3108,1280113745.0639,304617.114849785,1993,FALSE,1,"20299","SVK","Volovec Mountains","SVK",TRUE,"20296;20297;20299;20311",TRUE,"",0.000237960974971471
3108,1280113745.0639,912564.281675003,1994,FALSE,1,"20299","SVK","Volovec Mountains","SVK",TRUE,"20296;20297;20299;20311",TRUE,"",0.000712877496389552
3108,1280113745.0639,282708.334825435,1995,FALSE,1,"20299","SVK","Volovec Mountains","SVK",TRUE,"20296;20297;20299;20311",TRUE,"",0.000220846261447902
3108,1280113745.0639,2210836.18992913,1996,FALSE,1,"20299","SVK","Volovec Mountains","SVK",TRUE,"20296;20297;20299;20311",TRUE,"",0.00172706230087294
3108,1280113745.0639,8946.9988668859,1998,FALSE,1,"20299","SVK","Volovec Mountains","SVK",TRUE,"20296;20297;20299;20311",TRUE,"",6.98922177922503e-06
3108,1280113745.0639,32340147.6235705,2002,FALSE,2,"20299","SVK","Volovec Mountains","SVK",TRUE,"20296;20297;20299;20311",TRUE,"",0.0252634953325622
3108,1280113745.0639,1367889.81209193,2003,FALSE,1,"20299","SVK","Volovec Mountains","SVK",TRUE,"20296;20297;20299;20311",TRUE,"",0.00106856895909953
3108,1280113745.0639,1133711079.80918,2004,FALSE,23,"20299","SVK","Volovec Mountains","SVK",TRUE,"20296;20297;20299;20311",TRUE,"",0.885633080795171
3108,1280113745.0639,NA,2008,FALSE,1,"20299","SVK","Volovec Mountains","SVK",TRUE,"20296;20297;20299;20311",TRUE,"",NA
3108,1280113745.0639,2006812.15244087,2011,FALSE,3,"20299","SVK","Volovec Mountains","SVK",TRUE,"20296;20297;20299;20311",TRUE,"",0.00156768268458886
3108,1280113745.0639,2794.49728076152,2012,FALSE,1,"20299","SVK","Volovec Mountains","SVK",TRUE,"20296;20297;20299;20311",TRUE,"",2.18300701131995e-06
3108,1280113745.0639,136141.338874532,2016,FALSE,3,"20299","SVK","Volovec Mountains","SVK",TRUE,"20296;20297;20299;20311",TRUE,"",0.000106350970294234
3108,1280113745.0639,NA,2017,FALSE,1,"20299","SVK","Volovec Mountains","SVK",TRUE,"20296;20297;20299;20311",TRUE,"",NA
