"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
26212,2218277655.37749,100371511.062419,1993,FALSE,2,"17641","USA","La Garita Mountains","USA",TRUE,"11319;12050;17640;17641;17677;17679;19624",TRUE,"",0.0452474967771059
26212,2218277655.37749,1575875.19413487,1996,FALSE,1,"17641","USA","La Garita Mountains","USA",TRUE,"11319;12050;17640;17641;17677;17679;19624",TRUE,"",0.000710404845089915
26212,2218277655.37749,32952447.2007357,1998,FALSE,1,"17641","USA","La Garita Mountains","USA",TRUE,"11319;12050;17640;17641;17677;17679;19624",TRUE,"",0.0148549696296373
26212,2218277655.37749,3105296.18083614,2006,FALSE,1,"17641","USA","La Garita Mountains","USA",TRUE,"11319;12050;17640;17641;17677;17679;19624",TRUE,"",0.00139986812440199
26212,2218277655.37749,1163234.27881068,2008,FALSE,1,"17641","USA","La Garita Mountains","USA",TRUE,"11319;12050;17640;17641;17677;17679;19624",TRUE,"",0.000524386239923933
26212,2218277655.37749,4158520.75532505,2013,FALSE,1,"17641","USA","La Garita Mountains","USA",TRUE,"11319;12050;17640;17641;17677;17679;19624",TRUE,"",0.00187466196814636
