"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
2283,459501009.388542,202921.887808332,1974,TRUE,1,"20028","FRA","Artense","FRA",TRUE,"15123;15133;15500;20028",TRUE,"",0.000441613584436649
2283,459501009.388542,17991145.6104076,1977,TRUE,1,"20028","FRA","Artense","FRA",TRUE,"15123;15133;15500;20028",TRUE,"",0.039153658518288
2283,459501009.388542,148339.109551504,1979,TRUE,1,"20028","FRA","Artense","FRA",TRUE,"15123;15133;15500;20028",TRUE,"",0.000322826515112337
2283,459501009.388542,1453551.21070047,1986,TRUE,1,"20028","FRA","Artense","FRA",TRUE,"15123;15133;15500;20028",TRUE,"",0.00316332539211331
2283,459501009.388542,40194241.5489635,2004,TRUE,2,"20028","FRA","Artense","FRA",TRUE,"15123;15133;15500;20028",TRUE,"",0.0874736741110754
2283,459501009.388542,286120.831054973,2006,TRUE,1,"20028","FRA","Artense","FRA",TRUE,"15123;15133;15500;20028",TRUE,"",0.000622677263398646
2283,459501009.388542,17168278.1372467,2007,TRUE,1,"20028","FRA","Artense","FRA",TRUE,"15123;15133;15500;20028",TRUE,"",0.0373628736095542
2283,459501009.388542,133873.95771464,2011,TRUE,1,"20028","FRA","Artense","FRA",TRUE,"15123;15133;15500;20028",TRUE,"",0.000291346384402477
2283,459501009.388542,35533588.0687641,2014,TRUE,2,"20028","FRA","Artense","FRA",TRUE,"15123;15133;15500;20028",TRUE,"",0.077330816130412
2283,459501009.388542,5344952.42249828,2015,TRUE,2,"20028","FRA","Artense","FRA",TRUE,"15123;15133;15500;20028",TRUE,"",0.0116320798285314
2283,459501009.388542,131702.180462608,2016,TRUE,1,"20028","FRA","Artense","FRA",TRUE,"15123;15133;15500;20028",TRUE,"",0.000286620002506336
2283,459501009.388542,40179.762147753,2017,TRUE,2,"20028","FRA","Artense","FRA",TRUE,"15123;15133;15500;20028",TRUE,"",8.74421629698273e-05
2283,459501009.388542,257943490.062632,2019,TRUE,1,"20028","FRA","Artense","FRA",TRUE,"15123;15133;15500;20028",TRUE,"",0.561355654922015
