"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","percPA"
28309,3673142192.6757,3668351787.45997,2019,FALSE,1,"12238","MNG;RUS;CHN","Greater Khingan","MNG",0.998695829084623
16582,1348872972.81003,0,0,FALSE,0,"12238","MNG;RUS;CHN","Greater Khingan","RUS",0
32067,2098028458.7943,135064551.145057,1994,FALSE,1,"12238","MNG;RUS;CHN","Greater Khingan","RUS",0.0643768918285675
32067,2098028458.7943,51585595.0033519,2017,FALSE,1,"12238","MNG;RUS;CHN","Greater Khingan","RUS",0.024587652654148
16581,909265694.915507,0,0,FALSE,0,"12238","MNG;RUS;CHN","Greater Khingan","RUS",0
15341,2750945572.40729,0,0,FALSE,0,"12238","MNG;RUS;CHN","Greater Khingan","CHN",0
15342,1498007938.22231,0,0,FALSE,0,"12238","MNG;RUS;CHN","Greater Khingan","CHN",0
15343,2596713579.32402,2596653498.08626,2011,FALSE,1,"12238","MNG;RUS;CHN","Greater Khingan","CHN",0.999976862585754
15400,1530425978.67075,1031685780.86228,2018,FALSE,1,"12238","MNG;RUS;CHN","Greater Khingan","CHN",0.67411674608291
15402,1614291149.06635,0,0,FALSE,0,"12238","MNG;RUS;CHN","Greater Khingan","CHN",0
15403,5386149942.24176,0,0,FALSE,0,"12238","MNG;RUS;CHN","Greater Khingan","CHN",0
15407,448186785.634377,0,0,FALSE,0,"12238","MNG;RUS;CHN","Greater Khingan","CHN",0
15412,837006054.124065,0,0,FALSE,0,"12238","MNG;RUS;CHN","Greater Khingan","CHN",0
15415,4519726490.76874,0,0,FALSE,0,"12238","MNG;RUS;CHN","Greater Khingan","CHN",0
15416,6623373614.35094,0,0,FALSE,0,"12238","MNG;RUS;CHN","Greater Khingan","CHN",0
15399,2589279342.85745,0,0,FALSE,0,"12238","MNG;RUS;CHN","Greater Khingan","CHN",0
15401,126100917.5284,0,0,FALSE,0,"12238","MNG;RUS;CHN","Greater Khingan","CHN",0
15413,120421269.903619,0,0,FALSE,0,"12238","MNG;RUS;CHN","Greater Khingan","CHN",0
15404,930707701.607727,0,0,FALSE,0,"12238","MNG;RUS;CHN","Greater Khingan","CHN",0
