"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
3100,639009875.006327,983935.011005625,1964,TRUE,2,"20294","SVK","Slanec Mountains","SVK",TRUE,"20288;20224;20294",TRUE,"",0.00153978060354057
3100,639009875.006327,1383764.65908162,1965,TRUE,3,"20294","SVK","Slanec Mountains","SVK",TRUE,"20288;20224;20294",TRUE,"",0.00216548243337854
3100,639009875.006327,2377557.72782266,1967,TRUE,1,"20294","SVK","Slanec Mountains","SVK",TRUE,"20288;20224;20294",TRUE,"",0.00372069011891111
3100,639009875.006327,2562090.83851644,1974,TRUE,2,"20294","SVK","Slanec Mountains","SVK",TRUE,"20288;20224;20294",TRUE,"",0.00400946986694232
3100,639009875.006327,655556.026547495,1980,TRUE,2,"20294","SVK","Slanec Mountains","SVK",TRUE,"20288;20224;20294",TRUE,"",0.00102589342072531
3100,639009875.006327,493357.781889638,1981,TRUE,3,"20294","SVK","Slanec Mountains","SVK",TRUE,"20288;20224;20294",TRUE,"",0.000772065974543434
3100,639009875.006327,613797.319098473,1983,TRUE,1,"20294","SVK","Slanec Mountains","SVK",TRUE,"20288;20224;20294",TRUE,"",0.000960544340715228
3100,639009875.006327,898866.409939322,1986,TRUE,2,"20294","SVK","Slanec Mountains","SVK",TRUE,"20288;20224;20294",TRUE,"",0.00140665495964428
3100,639009875.006327,266984.85948169,1987,TRUE,2,"20294","SVK","Slanec Mountains","SVK",TRUE,"20288;20224;20294",TRUE,"",0.00041781022473095
3100,639009875.006327,238346.284162853,1988,TRUE,1,"20294","SVK","Slanec Mountains","SVK",TRUE,"20288;20224;20294",TRUE,"",0.000372993115576646
3100,639009875.006327,11707943.7574771,1993,TRUE,2,"20294","SVK","Slanec Mountains","SVK",TRUE,"20288;20224;20294",TRUE,"",0.0183220075548303
3100,639009875.006327,2454274.48405551,1994,TRUE,2,"20294","SVK","Slanec Mountains","SVK",TRUE,"20288;20224;20294",TRUE,"",0.00384074578508072
3100,639009875.006327,8364961.35648862,2003,TRUE,1,"20294","SVK","Slanec Mountains","SVK",TRUE,"20288;20224;20294",TRUE,"",0.0130905040495748
3100,639009875.006327,540970409.430985,2004,TRUE,14,"20294","SVK","Slanec Mountains","SVK",TRUE,"20288;20224;20294",TRUE,"",0.846575977289285
3100,639009875.006327,NA,2017,TRUE,1,"20294","SVK","Slanec Mountains","SVK",TRUE,"20288;20224;20294",TRUE,"",NA
24043,245420284.855343,18771.9105902165,1981,TRUE,1,"20294","SVK","Slanec Mountains","SVK",TRUE,"20288;20224;20294",TRUE,"",7.64888305841596e-05
24043,245420284.855343,202951361.159979,2004,TRUE,1,"20294","SVK","Slanec Mountains","SVK",TRUE,"20288;20224;20294",TRUE,"",0.826954305262926
24043,245420284.855343,NA,2007,TRUE,1,"20294","SVK","Slanec Mountains","SVK",TRUE,"20288;20224;20294",TRUE,"",NA
24043,245420284.855343,NA,2008,TRUE,1,"20294","SVK","Slanec Mountains","SVK",TRUE,"20288;20224;20294",TRUE,"",NA
24043,245420284.855343,NA,2011,TRUE,1,"20294","SVK","Slanec Mountains","SVK",TRUE,"20288;20224;20294",TRUE,"",NA
