"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","percPA"
6183,98903007160.2449,75338190463.0838,1982,FALSE,1,"19171","DZA;LBY;MLI;MRT;NER","West Sahara Mountains","DZA",0.761738117234587
6183,98903007160.2449,NA,2001,FALSE,1,"19171","DZA;LBY;MLI;MRT;NER","West Sahara Mountains","DZA",NA
6184,64013809881.6392,340999233.941957,2001,FALSE,1,"19171","DZA;LBY;MLI;MRT;NER","West Sahara Mountains","DZA",0.00532696358133441
6184,64013809881.6392,192583968.983894,2003,FALSE,1,"19171","DZA;LBY;MLI;MRT;NER","West Sahara Mountains","DZA",0.00300847534836591
6477,3684771.57622433,0,0,FALSE,0,"19171","DZA;LBY;MLI;MRT;NER","West Sahara Mountains","LBY",0
6606,8414399787.08813,0,0,FALSE,0,"19171","DZA;LBY;MLI;MRT;NER","West Sahara Mountains","MLI",0
6630,426365150.891856,0,0,FALSE,0,"19171","DZA;LBY;MLI;MRT;NER","West Sahara Mountains","MRT",0
6733,78359754158.2934,78376049251.6605,1988,FALSE,2,"19171","DZA;LBY;MLI;MRT;NER","West Sahara Mountains","NER",1.00020795232887
45262,8872086110.78548,8872086110.78548,2019,FALSE,1,"19171","DZA;LBY;MLI;MRT;NER","West Sahara Mountains","NER",1
6474,13381563806.8869,0,0,FALSE,0,"19171","DZA;LBY;MLI;MRT;NER","West Sahara Mountains","LBY",0
