"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
29597,4313329017.90879,5905.93554581143,1935,TRUE,1,"16881","USA","Piney Buttes","USA",TRUE,"16865;16866;16881;17438",TRUE,"",1.36922908530515e-06
29597,4313329017.90879,1549133608.37837,1936,TRUE,1,"16881","USA","Piney Buttes","USA",TRUE,"16865;16866;16881;17438",TRUE,"",0.359150345810956
29597,4313329017.90879,158249595.663511,1969,TRUE,1,"16881","USA","Piney Buttes","USA",TRUE,"16865;16866;16881;17438",TRUE,"",0.036688505561821
29597,4313329017.90879,27815630.4734702,1976,TRUE,1,"16881","USA","Piney Buttes","USA",TRUE,"16865;16866;16881;17438",TRUE,"",0.006448761584841
29597,4313329017.90879,3166682.14902139,1991,TRUE,1,"16881","USA","Piney Buttes","USA",TRUE,"16865;16866;16881;17438",TRUE,"",0.000734161974631066
29597,4313329017.90879,108822.087132331,1992,TRUE,4,"16881","USA","Piney Buttes","USA",TRUE,"16865;16866;16881;17438",TRUE,"",2.52292571887063e-05
29597,4313329017.90879,32843495.7162416,1993,TRUE,2,"16881","USA","Piney Buttes","USA",TRUE,"16865;16866;16881;17438",TRUE,"",0.00761441929884703
29597,4313329017.90879,36742341.7241569,1994,TRUE,1,"16881","USA","Piney Buttes","USA",TRUE,"16865;16866;16881;17438",TRUE,"",0.008518325769169
29597,4313329017.90879,119533.100515133,1996,TRUE,3,"16881","USA","Piney Buttes","USA",TRUE,"16865;16866;16881;17438",TRUE,"",2.77124930694681e-05
29597,4313329017.90879,82721672.5527028,2004,TRUE,1,"16881","USA","Piney Buttes","USA",TRUE,"16865;16866;16881;17438",TRUE,"",0.0191781503820472
29597,4313329017.90879,286980827.456574,2016,TRUE,1,"16881","USA","Piney Buttes","USA",TRUE,"16865;16866;16881;17438",TRUE,"",0.0665334886963272
