"SitRecID","kba","ovl","year","random","nPAs","percPA","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note"
23752,NA,0,0,FALSE,0,0,"12599","PYF","Hiva Oa","TON",NA,NA,NA,"no PAs in this range"
31349,NA,0,0,FALSE,0,0,"12599","PYF","Hiva Oa","TON",NA,NA,NA,"no PAs in this range"
