"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","percPA"
15049,32487322.3214949,5501931.38841021,1972,FALSE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","JPN",0.169356259465247
15049,32487322.3214949,3493196.3097475,1975,FALSE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","JPN",0.107524906952281
15049,32487322.3214949,758065.874708947,2002,FALSE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","JPN",0.0233342061006788
15049,32487322.3214949,4863.8695197638,2007,FALSE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","JPN",0.0001497159252348
15049,32487322.3214949,0.00246261106804013,2009,FALSE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","JPN",7.58022173594396e-11
15049,32487322.3214949,1603.64981037169,2011,FALSE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","JPN",4.93623264639034e-05
45073,337164191.674498,328573288.21435,1972,FALSE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","JPN",0.974520119062816
45073,337164191.674498,8365499.53025548,1980,FALSE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","JPN",0.0248113522634445
15047,38303065.0494559,32911537.6026675,1972,FALSE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","JPN",0.859240313018632
15047,38303065.0494559,5313109.32387093,1980,FALSE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","JPN",0.138712380249747
15048,25854183.5765966,22891542.7654308,1972,FALSE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","JPN",0.885409616498292
15048,25854183.5765966,2961106.69704195,1980,FALSE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","JPN",0.114531046330249
24541,3824380.78774351,0,0,FALSE,0,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","FSM",0
24542,3622235.40079161,0,0,FALSE,0,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","FSM",0
23673,1992858.33641167,0,0,FALSE,0,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","FSM",0
23681,1575790.77087948,0,0,FALSE,0,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","FSM",0
23679,245208.365367026,0,0,FALSE,0,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","FSM",0
23704,1672890.4899109,0,0,FALSE,0,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","FSM",0
23695,504453.720452283,0,0,FALSE,0,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","FSM",0
23713,2412530.07315182,0,0,FALSE,0,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","FSM",0
23702,574126.636909818,0,0,FALSE,0,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","FSM",0
23668,1530649.29209144,0,0,FALSE,0,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","FSM",0
23682,2628820.35105594,0,0,FALSE,0,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","FSM",0
23675,46193513.3446893,0,0,FALSE,0,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","FSM",0
23714,5846409.06641053,0,0,FALSE,0,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","FSM",0
23674,1975011.82887316,0,0,FALSE,0,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","FSM",0
23693,827334.316643197,0,0,FALSE,0,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","FSM",0
23696,1605610.74551916,0,0,FALSE,0,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","FSM",0
23687,326147.505199507,0,0,FALSE,0,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","FSM",0
23795,45920786.0695503,9807437.66294465,1964,TRUE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",0.21357294816536
23795,45920786.0695503,169815.82455453,1974,TRUE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",0.00369801649948527
23795,45920786.0695503,997042.786707591,1975,TRUE,2,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",0.0217122325649543
23795,45920786.0695503,29.1619915668853,1989,TRUE,2,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",6.35049921025249e-07
23795,45920786.0695503,737333.452721603,1994,TRUE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",0.016056638307647
23795,45920786.0695503,28607675.6596527,1995,TRUE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",0.622978788218572
23795,45920786.0695503,1306779.32129644,1997,TRUE,3,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",0.0284572506950823
23795,45920786.0695503,839129.518641901,1998,TRUE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",0.0182734136425927
23795,45920786.0695503,72968.8688212551,1999,TRUE,2,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",0.00158901610940933
23795,45920786.0695503,246057.260800828,2002,TRUE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",0.00535829810117268
23795,45920786.0695503,0.000192965948372148,2003,TRUE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",4.20214819667693e-12
23795,45920786.0695503,14376.0094205434,2005,TRUE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",0.000313061048187849
23795,45920786.0695503,13111.0628751758,2007,TRUE,2,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",0.000285514774405608
23795,45920786.0695503,403577.926484018,2008,TRUE,2,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",0.00878856746643602
23795,45920786.0695503,7872.24853832286,2012,TRUE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",0.000171431049250764
23795,45920786.0695503,1420062.34150054,2015,TRUE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",0.0309241731914118
23796,224398836.803535,767.497190811008,1964,TRUE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",3.42023693947649e-06
23796,224398836.803535,112929.526244906,1973,TRUE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",0.000503253616879383
23796,224398836.803535,20.5502032635621,1975,TRUE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",9.15789206231678e-08
23796,224398836.803535,191867.668519566,1989,TRUE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",0.000855029692901436
23796,224398836.803535,52.1488960616671,1994,TRUE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",2.32393789577993e-07
23796,224398836.803535,1948.1376872258,1995,TRUE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",8.68158549739465e-06
23796,224398836.803535,33.5278237392265,1997,TRUE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",1.49411753718584e-07
23796,224398836.803535,26.3637449159078,1998,TRUE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",1.17486103276862e-07
23796,224398836.803535,1795869.57119032,2002,TRUE,2,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",0.00800302531319551
23796,224398836.803535,NA,2003,TRUE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",NA
23796,224398836.803535,5100930.61094623,2005,TRUE,2,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",0.022731537665733
23796,224398836.803535,15405554.7599141,2008,TRUE,4,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",0.0686525606788323
23796,224398836.803535,3787051.94587215,2009,TRUE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",0.0168764330502648
23796,224398836.803535,185.900930923109,2015,TRUE,1,"18830","JPN;FSM;PLW;MNP;GUM","Micronesia","PLW",8.28439815335888e-07
