"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
24388,1565439131.27916,11615991.6431853,1972,FALSE,1,"20188","ROU","Almăj Mountains","ROU",TRUE,"14477;20061;20059;20183;20188;20190;20191;20192",TRUE,"",0.00742027678437657
24388,1565439131.27916,1010222.15551152,1981,FALSE,2,"20188","ROU","Almăj Mountains","ROU",TRUE,"14477;20061;20059;20183;20188;20190;20191;20192",TRUE,"",0.000645328288610011
24388,1565439131.27916,179443.402589894,1990,FALSE,1,"20188","ROU","Almăj Mountains","ROU",TRUE,"14477;20061;20059;20183;20188;20190;20191;20192",TRUE,"",0.000114628157048347
24388,1565439131.27916,20936616.5586827,1994,FALSE,9,"20188","ROU","Almăj Mountains","ROU",TRUE,"14477;20061;20059;20183;20188;20190;20191;20192",TRUE,"",0.0133742769938138
24388,1565439131.27916,1146354910.42046,2000,FALSE,6,"20188","ROU","Almăj Mountains","ROU",TRUE,"14477;20061;20059;20183;20188;20190;20191;20192",TRUE,"",0.732289673558719
24388,1565439131.27916,423221.877849,2005,FALSE,2,"20188","ROU","Almăj Mountains","ROU",TRUE,"14477;20061;20059;20183;20188;20190;20191;20192",TRUE,"",0.00027035345507377
24388,1565439131.27916,0.866488551111445,2007,FALSE,3,"20188","ROU","Almăj Mountains","ROU",TRUE,"14477;20061;20059;20183;20188;20190;20191;20192",TRUE,"",5.53511493227729e-10
24388,1565439131.27916,5267832.86062622,2009,FALSE,3,"20188","ROU","Almăj Mountains","ROU",TRUE,"14477;20061;20059;20183;20188;20190;20191;20192",TRUE,"",0.00336508316124802
24388,1565439131.27916,2611507.2035076,2013,FALSE,1,"20188","ROU","Almăj Mountains","ROU",TRUE,"14477;20061;20059;20183;20188;20190;20191;20192",TRUE,"",0.00166822660257233
