"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","percPA"
18580,36904078.3043938,13988881.2272294,2011,FALSE,1,"12686","GEO;AZE;ARM;RUS;TUR","Caucasus Mountains","GEO",0.379060577311964
18581,93164865.1306763,0,0,FALSE,0,"12686","GEO;AZE;ARM;RUS;TUR","Caucasus Mountains","GEO",0
18582,41200452.007586,0,0,FALSE,0,"12686","GEO;AZE;ARM;RUS;TUR","Caucasus Mountains","GEO",0
139,105361184.350038,84298833.4434452,1978,FALSE,1,"12686","GEO;AZE;ARM;RUS;TUR","Caucasus Mountains","AZE",0.800093829273805
140,102086120.82326,87245014.5172825,2008,FALSE,1,"12686","GEO;AZE;ARM;RUS;TUR","Caucasus Mountains","AZE",0.854621703848736
148,46456146.7591497,88052.6750293002,2003,FALSE,2,"12686","GEO;AZE;ARM;RUS;TUR","Caucasus Mountains","AZE",0.00189539342308793
152,84139895.8765676,11789948.448305,1969,FALSE,1,"12686","GEO;AZE;ARM;RUS;TUR","Caucasus Mountains","AZE",0.14012316423116
152,84139895.8765676,55231094.2137004,2006,FALSE,1,"12686","GEO;AZE;ARM;RUS;TUR","Caucasus Mountains","AZE",0.656419807016685
154,36427689.5975022,31883876.7920574,2006,FALSE,1,"12686","GEO;AZE;ARM;RUS;TUR","Caucasus Mountains","AZE",0.875264864292782
155,48066291.5889845,29536088.1952824,1958,FALSE,1,"12686","GEO;AZE;ARM;RUS;TUR","Caucasus Mountains","AZE",0.614486518906968
158,65161789.5240612,0,0,FALSE,0,"12686","GEO;AZE;ARM;RUS;TUR","Caucasus Mountains","AZE",0
159,80781928.980976,12404760.9645054,2008,FALSE,1,"12686","GEO;AZE;ARM;RUS;TUR","Caucasus Mountains","AZE",0.153558612934666
166,38339908.197607,0,0,FALSE,0,"12686","GEO;AZE;ARM;RUS;TUR","Caucasus Mountains","AZE",0
3616,15000214.5916313,0,0,FALSE,0,"12686","GEO;AZE;ARM;RUS;TUR","Caucasus Mountains","AZE",0
18569,35323535.1548212,0,0,FALSE,0,"12686","GEO;AZE;ARM;RUS;TUR","Caucasus Mountains","GEO",0
18570,576226257.770357,197650.12580429,1967,FALSE,1,"12686","GEO;AZE;ARM;RUS;TUR","Caucasus Mountains","GEO",0.000343007843080729
18570,576226257.770357,116705.794364572,1976,FALSE,1,"12686","GEO;AZE;ARM;RUS;TUR","Caucasus Mountains","GEO",0.000202534668961723
18574,632051392.407018,3840855.60403541,1995,FALSE,2,"12686","GEO;AZE;ARM;RUS;TUR","Caucasus Mountains","GEO",0.00607680902245689
18575,129880286.821131,0,0,FALSE,0,"12686","GEO;AZE;ARM;RUS;TUR","Caucasus Mountains","GEO",0
18769,25955147.335248,0,0,FALSE,0,"12686","GEO;AZE;ARM;RUS;TUR","Caucasus Mountains","AZE",0
19767,179481922.576472,0,0,FALSE,0,"12686","GEO;AZE;ARM;RUS;TUR","Caucasus Mountains","ARM",0
12529,142968358.091006,140825305.083016,1972,FALSE,1,"12686","GEO;AZE;ARM;RUS;TUR","Caucasus Mountains","RUS",0.985010298526155
12536,124458855.109432,0,0,FALSE,0,"12686","GEO;AZE;ARM;RUS;TUR","Caucasus Mountains","RUS",0
22190,650207747.130993,167.775814436376,1912,FALSE,1,"12686","GEO;AZE;ARM;RUS;TUR","Caucasus Mountains","RUS",2.58034167043807e-07
22190,650207747.130993,1838090.69617422,1967,FALSE,1,"12686","GEO;AZE;ARM;RUS;TUR","Caucasus Mountains","RUS",0.00282692832296247
