"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
29612,276211612.131027,7446450.13719573,1928,TRUE,1,"15953","USA","Kittatiny Mountain","USA",TRUE,"15909;15951;15953",TRUE,"",0.0269592218797208
29612,276211612.131027,4836118.07965974,1962,TRUE,1,"15953","USA","Kittatiny Mountain","USA",TRUE,"15909;15951;15953",TRUE,"",0.0175087428162348
29612,276211612.131027,18551512.6489008,1984,TRUE,1,"15953","USA","Kittatiny Mountain","USA",TRUE,"15909;15951;15953",TRUE,"",0.0671641300876972
29612,276211612.131027,102598.000204265,1988,TRUE,1,"15953","USA","Kittatiny Mountain","USA",TRUE,"15909;15951;15953",TRUE,"",0.000371447092367701
29612,276211612.131027,256279.143177931,1990,TRUE,1,"15953","USA","Kittatiny Mountain","USA",TRUE,"15909;15951;15953",TRUE,"",0.000927836238312672
29612,276211612.131027,154325.78295736,1991,TRUE,2,"15953","USA","Kittatiny Mountain","USA",TRUE,"15909;15951;15953",TRUE,"",0.000558723008662476
29612,276211612.131027,13177.8810546994,1992,TRUE,1,"15953","USA","Kittatiny Mountain","USA",TRUE,"15909;15951;15953",TRUE,"",4.77093665723518e-05
29612,276211612.131027,397468.465148441,1996,TRUE,1,"15953","USA","Kittatiny Mountain","USA",TRUE,"15909;15951;15953",TRUE,"",0.00143899983813821
29612,276211612.131027,879783.061395884,1998,TRUE,1,"15953","USA","Kittatiny Mountain","USA",TRUE,"15909;15951;15953",TRUE,"",0.00318517767811492
29612,276211612.131027,590524.790047986,2000,TRUE,1,"15953","USA","Kittatiny Mountain","USA",TRUE,"15909;15951;15953",TRUE,"",0.00213794338873725
29612,276211612.131027,18357.0399004221,2003,TRUE,1,"15953","USA","Kittatiny Mountain","USA",TRUE,"15909;15951;15953",TRUE,"",6.64600584993293e-05
29612,276211612.131027,2846492.97235554,2004,TRUE,2,"15953","USA","Kittatiny Mountain","USA",TRUE,"15909;15951;15953",TRUE,"",0.0103054790144205
29612,276211612.131027,809380.382910803,2005,TRUE,1,"15953","USA","Kittatiny Mountain","USA",TRUE,"15909;15951;15953",TRUE,"",0.00293029093406419
29612,276211612.131027,139653.774106692,2006,TRUE,2,"15953","USA","Kittatiny Mountain","USA",TRUE,"15909;15951;15953",TRUE,"",0.000505604282996053
29612,276211612.131027,25041906.4597011,2012,TRUE,1,"15953","USA","Kittatiny Mountain","USA",TRUE,"15909;15951;15953",TRUE,"",0.0906620335998831
