"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
20414,2272400173.12838,422263402.073545,1975,FALSE,1,"14552","CRI","Peninsula de Osa","CRI",TRUE,"14552;17757;19996",TRUE,"",0.185822641217379
20414,2272400173.12838,49355453.1444499,1976,FALSE,1,"14552","CRI","Peninsula de Osa","CRI",TRUE,"14552;17757;19996",TRUE,"",0.0217195253406899
20414,2272400173.12838,617642327.553201,1978,FALSE,1,"14552","CRI","Peninsula de Osa","CRI",TRUE,"14552;17757;19996",TRUE,"",0.27180174286948
20414,2272400173.12838,27017549.1030989,1986,FALSE,1,"14552","CRI","Peninsula de Osa","CRI",TRUE,"14552;17757;19996",TRUE,"",0.0118894327779883
20414,2272400173.12838,137455638.997573,1991,FALSE,1,"14552","CRI","Peninsula de Osa","CRI",TRUE,"14552;17757;19996",TRUE,"",0.0604891869940054
20414,2272400173.12838,259012526.114338,1994,FALSE,1,"14552","CRI","Peninsula de Osa","CRI",TRUE,"14552;17757;19996",TRUE,"",0.1139819162035
20414,2272400173.12838,3197894.4651344,1997,FALSE,1,"14552","CRI","Peninsula de Osa","CRI",TRUE,"14552;17757;19996",TRUE,"",0.00140727610521694
20414,2272400173.12838,2110218.79195635,1998,FALSE,2,"14552","CRI","Peninsula de Osa","CRI",TRUE,"14552;17757;19996",TRUE,"",0.000928629920429572
20414,2272400173.12838,3836806.42723462,1999,FALSE,1,"14552","CRI","Peninsula de Osa","CRI",TRUE,"14552;17757;19996",TRUE,"",0.00168843783441213
20414,2272400173.12838,23849025.0449533,2000,FALSE,1,"14552","CRI","Peninsula de Osa","CRI",TRUE,"14552;17757;19996",TRUE,"",0.0104950815120388
20414,2272400173.12838,81404.0023721717,2007,FALSE,1,"14552","CRI","Peninsula de Osa","CRI",TRUE,"14552;17757;19996",TRUE,"",3.5822916814913e-05
20414,2272400173.12838,665078.343806028,2012,FALSE,1,"14552","CRI","Peninsula de Osa","CRI",TRUE,"14552;17757;19996",TRUE,"",0.000292676594409173
20414,2272400173.12838,279293.405885488,2013,FALSE,1,"14552","CRI","Peninsula de Osa","CRI",TRUE,"14552;17757;19996",TRUE,"",0.000122906787804451
