"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
1939,669213799.052767,225199411.159595,1987,FALSE,1,"12809","ESP","Sierra de Velez","ESP",TRUE,"12808;12809;15083",TRUE,"",0.336513400468358
1939,669213799.052767,505197.790653637,1992,FALSE,1,"12809","ESP","Sierra de Velez","ESP",TRUE,"12808;12809;15083",TRUE,"",0.000754912393272098
1939,669213799.052767,782641.141642763,2001,FALSE,1,"12809","ESP","Sierra de Velez","ESP",TRUE,"12808;12809;15083",TRUE,"",0.00116949343057562
1939,669213799.052767,5.8214370419405,2002,FALSE,1,"12809","ESP","Sierra de Velez","ESP",TRUE,"12808;12809;15083",TRUE,"",8.69891961310482e-09
1939,669213799.052767,NA,2003,FALSE,1,"12809","ESP","Sierra de Velez","ESP",TRUE,"12808;12809;15083",TRUE,"",NA
1939,669213799.052767,116693.795860887,2004,FALSE,1,"12809","ESP","Sierra de Velez","ESP",TRUE,"12808;12809;15083",TRUE,"",0.000174374461533907
1939,669213799.052767,120215538.208416,2006,FALSE,3,"12809","ESP","Sierra de Velez","ESP",TRUE,"12808;12809;15083",TRUE,"",0.179636968601925
1939,669213799.052767,0.00276219937950373,2012,FALSE,1,"12809","ESP","Sierra de Velez","ESP",TRUE,"12808;12809;15083",TRUE,"",4.12752902497447e-12
1939,669213799.052767,5.70474984058615,2015,FALSE,1,"12809","ESP","Sierra de Velez","ESP",TRUE,"12808;12809;15083",TRUE,"",8.52455500568114e-09
