"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","percPA"
8199,120421396.155895,0,0,FALSE,0,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","JOR",0
8306,425300476.295012,0,0,FALSE,0,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","SYR",0
8309,4074965641.02165,0,0,FALSE,0,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","SYR",0
20303,24936306.2352428,0,0,FALSE,0,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","JOR",0
8184,287206688.497274,1475920.84065866,1966,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",0.00513888046403443
8184,287206688.497274,4778067.19138073,1972,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",0.0166363367663218
8184,287206688.497274,133257788.934978,1989,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",0.463978710357376
8184,287206688.497274,24505057.6473135,2007,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",0.085322029843835
8184,287206688.497274,301611.518094063,2008,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",0.00105015492387088
8183,452140449.899745,83473064.4496019,1994,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",0.184617555160373
8183,452140449.899745,86366006.4112635,2003,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",0.191015881083884
8183,452140449.899745,52439092.3521015,2009,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",0.115979652702449
8182,2339210829.88076,472314.745715737,1966,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",0.000201912003690498
8182,2339210829.88076,10489519.3433708,1967,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",0.00448421288469561
8182,2339210829.88076,1310672.38762391,1969,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",0.000560305369179021
8182,2339210829.88076,3734866.82337076,1977,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",0.00159663540184667
8182,2339210829.88076,495479.209134873,1986,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",0.000211814686733529
8182,2339210829.88076,2781719.1917766,1989,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",0.00118916993553693
8182,2339210829.88076,12804482.5947717,1992,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",0.005473847175812
8182,2339210829.88076,2251351.25675523,2002,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",0.000962440506856746
8182,2339210829.88076,176101392.228887,2010,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",0.0752823943782201
8182,2339210829.88076,40982567.7635237,2013,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",0.0175198264474574
8182,2339210829.88076,40434703.0959018,2017,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",0.0172856172600581
8181,627043037.276729,4472545.86166334,1966,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",0.00713275739586835
8181,627043037.276729,14130139.1921338,1971,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",0.0225345603923799
8181,627043037.276729,9596738.34542128,1994,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",0.0153047522656503
8181,627043037.276729,8535.48134416342,2002,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",1.36122735390434e-05
8181,627043037.276729,294681283.510887,2003,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",0.46995384047433
8181,627043037.276729,9035.00821021199,2009,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",1.44089124240202e-05
8192,4025216.68839514,0,0,FALSE,0,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","JOR",0
8171,59361583.413185,66174.1290900894,1968,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",0.00111476354378026
8171,59361583.413185,660477.416963376,1979,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",0.0111263443288926
8171,59361583.413185,5905.86027611163,1996,FALSE,1,"12542","JOR;SYR;ISR;TUR;LBN;PSE","Levant Ranges","ISR",9.94896014650422e-05
