"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
18749,354886400.749545,24813.0791947767,1963,FALSE,1,"15481","CZE","Elbe Sandstone Mountains","CZE",TRUE,"12458;15481;12986",TRUE,"",6.99183714630083e-05
18749,354886400.749545,121300.616619095,1969,FALSE,1,"15481","CZE","Elbe Sandstone Mountains","CZE",TRUE,"12458;15481;12986",TRUE,"",0.000341801253479704
18749,354886400.749545,237735081.545638,1972,FALSE,1,"15481","CZE","Elbe Sandstone Mountains","CZE",TRUE,"12458;15481;12986",TRUE,"",0.669890649637531
18749,354886400.749545,974548.753351569,1974,FALSE,2,"15481","CZE","Elbe Sandstone Mountains","CZE",TRUE,"12458;15481;12986",TRUE,"",0.00274608649780114
18749,354886400.749545,21552943.739033,1976,FALSE,2,"15481","CZE","Elbe Sandstone Mountains","CZE",TRUE,"12458;15481;12986",TRUE,"",0.0607319516710465
18749,354886400.749545,973692.409174919,1984,FALSE,1,"15481","CZE","Elbe Sandstone Mountains","CZE",TRUE,"12458;15481;12986",TRUE,"",0.00274367348852594
18749,354886400.749545,NA,1993,FALSE,1,"15481","CZE","Elbe Sandstone Mountains","CZE",TRUE,"12458;15481;12986",TRUE,"",NA
18749,354886400.749545,657487.753433657,1995,FALSE,4,"15481","CZE","Elbe Sandstone Mountains","CZE",TRUE,"12458;15481;12986",TRUE,"",0.00185267102950408
18749,354886400.749545,0.00250180065631866,1996,FALSE,3,"15481","CZE","Elbe Sandstone Mountains","CZE",TRUE,"12458;15481;12986",TRUE,"",7.04958164368847e-12
18749,354886400.749545,NA,1997,FALSE,3,"15481","CZE","Elbe Sandstone Mountains","CZE",TRUE,"12458;15481;12986",TRUE,"",NA
18749,354886400.749545,NA,1998,FALSE,1,"15481","CZE","Elbe Sandstone Mountains","CZE",TRUE,"12458;15481;12986",TRUE,"",NA
18749,354886400.749545,77800136.3096093,1999,FALSE,2,"15481","CZE","Elbe Sandstone Mountains","CZE",TRUE,"12458;15481;12986",TRUE,"",0.219225465234199
18749,354886400.749545,NA,2000,FALSE,2,"15481","CZE","Elbe Sandstone Mountains","CZE",TRUE,"12458;15481;12986",TRUE,"",NA
18749,354886400.749545,9873.77334629348,2002,FALSE,1,"15481","CZE","Elbe Sandstone Mountains","CZE",TRUE,"12458;15481;12986",TRUE,"",2.78223491388776e-05
18749,354886400.749545,9903598.82280547,2004,FALSE,3,"15481","CZE","Elbe Sandstone Mountains","CZE",TRUE,"12458;15481;12986",TRUE,"",0.0279063914590369
