"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
26108,2551156584.93234,191363.524605751,1963,TRUE,1,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",7.50104974880742e-05
26108,2551156584.93234,842030.750370089,1971,TRUE,1,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",0.000330058435198881
26108,2551156584.93234,11871717.5076665,1975,TRUE,1,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",0.00465346485503216
26108,2551156584.93234,54452319.1977679,1977,TRUE,1,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",0.0213441697461358
26108,2551156584.93234,1823675.14946936,1979,TRUE,1,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",0.000714842499374741
26108,2551156584.93234,2176673.81917966,1980,TRUE,2,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",0.000853210591633438
26108,2551156584.93234,9036.20724161714,1984,TRUE,1,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",3.54200416195026e-06
26108,2551156584.93234,31960447.1264185,1988,TRUE,1,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",0.0125278265219719
26108,2551156584.93234,106855652.022289,1992,TRUE,1,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",0.041885179707667
26108,2551156584.93234,2010027.37799215,1993,TRUE,2,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",0.000787888673656409
26108,2551156584.93234,27408680.083749,1994,TRUE,2,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",0.0107436290840125
26108,2551156584.93234,20449547.8890783,1995,TRUE,3,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",0.00801579487901983
26108,2551156584.93234,165387741.583336,1996,TRUE,3,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",0.0648285340696651
26108,2551156584.93234,1070018.45734507,1997,TRUE,2,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",0.00041942484583848
26108,2551156584.93234,103891877.093126,1998,TRUE,3,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",0.0407234419504993
26108,2551156584.93234,5986.95966959,1999,TRUE,1,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",2.34676291723928e-06
26108,2551156584.93234,7279491.29216792,2000,TRUE,4,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",0.00285340826790567
26108,2551156584.93234,28269911.7202929,2001,TRUE,2,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",0.0110812138648254
26108,2551156584.93234,274940750.809886,2003,TRUE,3,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",0.107771021360956
26108,2551156584.93234,136581927.047564,2004,TRUE,1,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",0.0535372575145898
26108,2551156584.93234,214486.119456857,2005,TRUE,1,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",8.40740708444387e-05
26108,2551156584.93234,2480389.63269686,2006,TRUE,1,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",0.000972260835476177
26108,2551156584.93234,10733088.2345044,2007,TRUE,6,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",0.00420714600503014
26108,2551156584.93234,203700.258686623,2008,TRUE,3,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",7.98462391096335e-05
26108,2551156584.93234,7403693.69314492,2009,TRUE,2,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",0.00290209301023414
26108,2551156584.93234,2795969.77997872,2010,TRUE,1,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",0.00109596164990119
26108,2551156584.93234,22694792.7203161,2012,TRUE,2,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",0.00889588387257619
26108,2551156584.93234,120862.424864292,2014,TRUE,1,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",4.73755415791139e-05
26108,2551156584.93234,393088.094918989,2015,TRUE,1,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",0.000154082308095336
26108,2551156584.93234,102395718.71065,2016,TRUE,2,"15916","USA","Northwest Catskills","USA",TRUE,"15912;15916;15917;15918;15914;19635",TRUE,"",0.0401369791707103
