"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
1870,1033411729.21921,527990833.666401,1984,FALSE,1,"12813","ESP","Sierra de Grazalema","ESP",TRUE,"12813;15062;15064;15067;15068;19916",TRUE,"",0.510920109321114
1870,1033411729.21921,5.56813479921755,1987,FALSE,1,"12813","ESP","Sierra de Grazalema","ESP",TRUE,"12813;15062;15064;15067;15068;19916",TRUE,"",5.38810876805562e-09
1870,1033411729.21921,763655.449957739,1989,FALSE,2,"12813","ESP","Sierra de Grazalema","ESP",TRUE,"12813;15062;15064;15067;15068;19916",TRUE,"",0.000738965340111549
1870,1033411729.21921,49584.4665380716,1992,FALSE,1,"12813","ESP","Sierra de Grazalema","ESP",TRUE,"12813;15062;15064;15067;15068;19916",TRUE,"",4.79813274187771e-05
1870,1033411729.21921,1375469.18170084,2000,FALSE,1,"12813","ESP","Sierra de Grazalema","ESP",TRUE,"12813;15062;15064;15067;15068;19916",TRUE,"",0.00133099822927312
1870,1033411729.21921,24217.9487602673,2003,FALSE,1,"12813","ESP","Sierra de Grazalema","ESP",TRUE,"12813;15062;15064;15067;15068;19916",TRUE,"",2.34349466679317e-05
1870,1033411729.21921,105251114.19733,2006,FALSE,8,"12813","ESP","Sierra de Grazalema","ESP",TRUE,"12813;15062;15064;15067;15068;19916",TRUE,"",0.101848190049916
1870,1033411729.21921,NA,2011,FALSE,1,"12813","ESP","Sierra de Grazalema","ESP",TRUE,"12813;15062;15064;15067;15068;19916",TRUE,"",NA
1870,1033411729.21921,2.52896328751636,2015,FALSE,6,"12813","ESP","Sierra de Grazalema","ESP",TRUE,"12813;15062;15064;15067;15068;19916",TRUE,"",2.44719816507899e-09
1870,1033411729.21921,0.00760636243634139,2017,FALSE,1,"12813","ESP","Sierra de Grazalema","ESP",TRUE,"12813;15062;15064;15067;15068;19916",TRUE,"",7.36043749192621e-12
1870,1033411729.21921,80420.984782218,2019,FALSE,2,"12813","ESP","Sierra de Grazalema","ESP",TRUE,"12813;15062;15064;15067;15068;19916",TRUE,"",7.7820855432887e-05
