"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
44622,60035458.2622786,2082681.45862281,1964,FALSE,1,"13602","NZL","Harris Mountains","NZL",TRUE,"13597;13602;13607;13613;13617",TRUE,"",0.0346908563523267
44622,60035458.2622786,751191.877995292,1987,FALSE,4,"13602","NZL","Harris Mountains","NZL",TRUE,"13597;13602;13607;13613;13617",TRUE,"",0.012512470125797
44622,60035458.2622786,5132595.36685023,1990,FALSE,1,"13602","NZL","Harris Mountains","NZL",TRUE,"13597;13602;13607;13613;13617",TRUE,"",0.0854927323853733
44622,60035458.2622786,252895.722985473,1992,FALSE,2,"13602","NZL","Harris Mountains","NZL",TRUE,"13597;13602;13607;13613;13617",TRUE,"",0.0042124392868068
44622,60035458.2622786,258.020117580891,1996,FALSE,1,"13602","NZL","Harris Mountains","NZL",TRUE,"13597;13602;13607;13613;13617",TRUE,"",4.29779542039424e-06
44622,60035458.2622786,221659.693684891,1998,FALSE,5,"13602","NZL","Harris Mountains","NZL",TRUE,"13597;13602;13607;13613;13617",TRUE,"",0.00369214627656409
44622,60035458.2622786,291635.738689564,2005,FALSE,1,"13602","NZL","Harris Mountains","NZL",TRUE,"13597;13602;13607;13613;13617",TRUE,"",0.00485772487011737
44622,60035458.2622786,702106.96112301,2006,FALSE,2,"13602","NZL","Harris Mountains","NZL",TRUE,"13597;13602;13607;13613;13617",TRUE,"",0.0116948713551198
44622,60035458.2622786,3498.11351708998,2007,FALSE,1,"13602","NZL","Harris Mountains","NZL",TRUE,"13597;13602;13607;13613;13617",TRUE,"",5.82674575716183e-05
44622,60035458.2622786,3597501.36178563,2012,FALSE,4,"13602","NZL","Harris Mountains","NZL",TRUE,"13597;13602;13607;13613;13617",TRUE,"",0.0599229433057564
44622,60035458.2622786,1.75899298877061,2018,FALSE,1,"13602","NZL","Harris Mountains","NZL",TRUE,"13597;13602;13607;13613;13617",TRUE,"",2.92992348136339e-08
