"SitRecID","kba","ovl","year","random","nPAs","percPA","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note"
NA,NA,0,0,FALSE,0,0,"13921","PER","Cerros Campanquís",NA,NA,NA,NA,"no overlaps btwn PAs and range"
