"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
44556,869295457.034668,3515905.55457735,1984,FALSE,1,"20418","NOR","Skjækerfjella","NOR",TRUE,"20415;20418;20504;20505;20556;20562;20563;20884",TRUE,"",0.00404454610469353
44556,869295457.034668,96321357.4300814,2004,FALSE,1,"20418","NOR","Skjækerfjella","NOR",TRUE,"20415;20418;20504;20505;20556;20562;20563;20884",TRUE,"",0.11080393513001
44556,869295457.034668,697405731.3082,2015,FALSE,2,"20418","NOR","Skjækerfjella","NOR",TRUE,"20415;20418;20504;20505;20556;20562;20563;20884",TRUE,"",0.802265473337665
