"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
24039,265199459.945367,5125528.23734021,1995,FALSE,1,"20296","SVK","Slovensky raj","SVK",TRUE,"20277;20291;20293;20296;20299;20305",TRUE,"",0.0193270689103066
24039,265199459.945367,22263.0379920462,1997,FALSE,1,"20296","SVK","Slovensky raj","SVK",TRUE,"20277;20291;20293;20296;20299;20305",TRUE,"",8.39482780116995e-05
24039,265199459.945367,313.1559941452,2001,FALSE,1,"20296","SVK","Slovensky raj","SVK",TRUE,"20277;20291;20293;20296;20299;20305",TRUE,"",1.18083194516954e-06
24039,265199459.945367,232456.295101363,2004,FALSE,6,"20296","SVK","Slovensky raj","SVK",TRUE,"20277;20291;20293;20296;20299;20305",TRUE,"",0.000876533817788509
24039,265199459.945367,237032702.402818,2011,FALSE,2,"20296","SVK","Slovensky raj","SVK",TRUE,"20277;20291;20293;20296;20299;20305",TRUE,"",0.89379029071797
24039,265199459.945367,364698.030535078,2012,FALSE,1,"20296","SVK","Slovensky raj","SVK",TRUE,"20277;20291;20293;20296;20299;20305",TRUE,"",0.00137518391104646
24039,265199459.945367,NA,2013,FALSE,3,"20296","SVK","Slovensky raj","SVK",TRUE,"20277;20291;20293;20296;20299;20305",TRUE,"",NA
24039,265199459.945367,1628936.05804729,2016,FALSE,4,"20296","SVK","Slovensky raj","SVK",TRUE,"20277;20291;20293;20296;20299;20305",TRUE,"",0.00614230533645456
24039,265199459.945367,340.981305114925,2017,FALSE,1,"20296","SVK","Slovensky raj","SVK",TRUE,"20277;20291;20293;20296;20299;20305",TRUE,"",1.28575414589898e-06
