"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
26180,3582354098.96724,5923587.88848089,1942,TRUE,1,"16369","USA","Owyhee Mountains","USA",TRUE,"11809;16369;16355",TRUE,"",0.00165354616680373
26180,3582354098.96724,6248610.48614529,1970,TRUE,1,"16369","USA","Owyhee Mountains","USA",TRUE,"11809;16369;16355",TRUE,"",0.00174427494142656
26180,3582354098.96724,78718526.0763957,1984,TRUE,2,"16369","USA","Owyhee Mountains","USA",TRUE,"11809;16369;16355",TRUE,"",0.0219739656945386
26180,3582354098.96724,23540133.422812,1988,TRUE,3,"16369","USA","Owyhee Mountains","USA",TRUE,"11809;16369;16355",TRUE,"",0.00657113528492295
26180,3582354098.96724,232386007.678333,1992,TRUE,5,"16369","USA","Owyhee Mountains","USA",TRUE,"11809;16369;16355",TRUE,"",0.0648696363503896
26180,3582354098.96724,6923232.55804706,1993,TRUE,1,"16369","USA","Owyhee Mountains","USA",TRUE,"11809;16369;16355",TRUE,"",0.00193259302871343
26180,3582354098.96724,160871.253659473,1996,TRUE,1,"16369","USA","Owyhee Mountains","USA",TRUE,"11809;16369;16355",TRUE,"",4.49065751779956e-05
26180,3582354098.96724,696968476.747277,1999,TRUE,6,"16369","USA","Owyhee Mountains","USA",TRUE,"11809;16369;16355",TRUE,"",0.194555997953471
26180,3582354098.96724,NA,2000,TRUE,2,"16369","USA","Owyhee Mountains","USA",TRUE,"11809;16369;16355",TRUE,"",NA
26180,3582354098.96724,11674657.1965328,2008,TRUE,1,"16369","USA","Owyhee Mountains","USA",TRUE,"11809;16369;16355",TRUE,"",0.00325893445315707
26180,3582354098.96724,520841813.856109,2009,TRUE,3,"16369","USA","Owyhee Mountains","USA",TRUE,"11809;16369;16355",TRUE,"",0.145390935532103
