"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
1799,498315088.042267,111639512.864718,1978,FALSE,1,"14974","ESP","Sierra del Moncayo","ESP",TRUE,"14973;14974;14975;14989;15007;15008",TRUE,"",0.224033980795798
1799,498315088.042267,54055776.0116913,2000,FALSE,1,"14974","ESP","Sierra del Moncayo","ESP",TRUE,"14973;14974;14975;14989;15007;15008",TRUE,"",0.108477100751777
1799,498315088.042267,80977511.8618254,2001,FALSE,1,"14974","ESP","Sierra del Moncayo","ESP",TRUE,"14973;14974;14975;14989;15007;15008",TRUE,"",0.162502628969077
1799,498315088.042267,53948232.6677986,2006,FALSE,5,"14974","ESP","Sierra del Moncayo","ESP",TRUE,"14973;14974;14975;14989;15007;15008",TRUE,"",0.108261286809005
1799,498315088.042267,5068703.34800809,2015,FALSE,1,"14974","ESP","Sierra del Moncayo","ESP",TRUE,"14973;14974;14975;14989;15007;15008",TRUE,"",0.0101716834782618
