"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","percPA"
2906,47914291.648551,47130668.9035985,1966,FALSE,1,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","ALB",0.983645323389099
3087,190251196.685868,3554.37384787202,1977,FALSE,1,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SRB",1.86825308318076e-05
3087,190251196.685868,564322.949247926,2016,FALSE,1,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SRB",0.00296619920966755
3090,61762864.7946357,22789054.584135,2000,FALSE,1,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SRB",0.368976644135755
3090,61762864.7946357,1250.25521554425,2015,FALSE,1,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SRB",2.02428306993435e-05
3091,459212419.51136,764014.599273995,1958,FALSE,1,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SRB",0.00166374986131031
3091,459212419.51136,12349977.9358333,1976,FALSE,1,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SRB",0.0268938238843252
3091,459212419.51136,1250.25786095113,1990,FALSE,1,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SRB",2.72261334369289e-06
3091,459212419.51136,73393736.4490945,2006,FALSE,1,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SRB",0.159825242808528
685,33588928.5977197,11445.4840552686,1992,FALSE,1,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SVN",0.000340751686138795
685,33588928.5977197,31805018.7226624,2002,FALSE,1,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SVN",0.94688994411157
685,33588928.5977197,988681.533670321,2004,FALSE,5,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SVN",0.0294347445704904
685,33588928.5977197,10255.5122948665,2006,FALSE,1,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SVN",0.000305324186361893
685,33588928.5977197,0.0781925061624236,2007,FALSE,1,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SVN",2.32792498679853e-09
686,10427053.2688517,4235337.44251992,1984,FALSE,1,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SVN",0.406187379436526
686,10427053.2688517,670731.417947114,2002,FALSE,1,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SVN",0.0643260757045103
686,10427053.2688517,5518066.91374834,2004,FALSE,3,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SVN",0.529206744366815
688,22148696.9750685,664594.613273444,1984,FALSE,2,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SVN",0.0300060366540542
688,22148696.9750685,16218688.6764151,2004,FALSE,5,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SVN",0.732263784848
688,22148696.9750685,0.077045823400649,2007,FALSE,3,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SVN",3.47857137994958e-09
691,985987495.660193,166083.206588507,1953,FALSE,1,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SVN",0.000168443522173982
691,985987495.660193,695056.080950554,1992,FALSE,4,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SVN",0.000704933971282427
691,985987495.660193,3241495.02798538,1998,FALSE,4,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SVN",0.00328756200484566
691,985987495.660193,950450580.987865,2004,FALSE,7,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SVN",0.963958047309177
691,985987495.660193,4698.71852767654,2007,FALSE,4,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SVN",4.76549504771396e-06
691,985987495.660193,83.2478013977078,2008,FALSE,2,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SVN",8.44308896047075e-08
691,985987495.660193,900866.559442887,2013,FALSE,4,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SVN",0.000913669355248455
691,985987495.660193,1997834.14140069,2014,FALSE,5,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SVN",0.00202622665114327
691,985987495.660193,30556.8972772486,2015,FALSE,47,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SVN",3.09911610560421e-05
697,95294614.2927908,368192.789353371,1952,FALSE,1,"11300","ALB;SRB;SVN;MNE;BIH;HRV;ITA","Dinaric Alps","SVN",0.00386373135654976
