"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
28548,463381156.614124,85246.9399530832,1931,FALSE,1,"12872","NZL","Craigieburn Range","NZL",TRUE,"11779;12869;12872;13676;13685;13688;13691;13693;13694;13699;13702;13703;13709;13710;13712;13713;13717;13721;13724;13728;13738;13878;19697",TRUE,"",0.000183967213030356
28548,463381156.614124,182404.874307685,1957,FALSE,1,"12872","NZL","Craigieburn Range","NZL",TRUE,"11779;12869;12872;13676;13685;13688;13691;13693;13694;13699;13702;13703;13709;13710;13712;13713;13717;13721;13724;13728;13738;13878;19697",TRUE,"",0.000393638955110944
28548,463381156.614124,4819851.84403792,1967,FALSE,1,"12872","NZL","Craigieburn Range","NZL",TRUE,"11779;12869;12872;13676;13685;13688;13691;13693;13694;13699;13702;13703;13709;13710;13712;13713;13717;13721;13724;13728;13738;13878;19697",TRUE,"",0.0104014843401403
28548,463381156.614124,289122.388728742,1985,FALSE,1,"12872","NZL","Craigieburn Range","NZL",TRUE,"11779;12869;12872;13676;13685;13688;13691;13693;13694;13699;13702;13703;13709;13710;13712;13713;13717;13721;13724;13728;13738;13878;19697",TRUE,"",0.000623940755039173
28548,463381156.614124,0.0252201692201197,1986,FALSE,1,"12872","NZL","Craigieburn Range","NZL",TRUE,"11779;12869;12872;13676;13685;13688;13691;13693;13694;13699;13702;13703;13709;13710;13712;13713;13717;13721;13724;13728;13738;13878;19697",TRUE,"",5.44264022395748e-11
28548,463381156.614124,12484577.8717185,1987,FALSE,7,"12872","NZL","Craigieburn Range","NZL",TRUE,"11779;12869;12872;13676;13685;13688;13691;13693;13694;13699;13702;13703;13709;13710;13712;13713;13717;13721;13724;13728;13738;13878;19697",TRUE,"",0.0269423512232175
28548,463381156.614124,484104.82709942,2003,FALSE,1,"12872","NZL","Craigieburn Range","NZL",TRUE,"11779;12869;12872;13676;13685;13688;13691;13693;13694;13699;13702;13703;13709;13710;13712;13713;13717;13721;13724;13728;13738;13878;19697",TRUE,"",0.00104472273028261
28548,463381156.614124,2697335.89213523,2007,FALSE,1,"12872","NZL","Craigieburn Range","NZL",TRUE,"11779;12869;12872;13676;13685;13688;13691;13693;13694;13699;13702;13703;13709;13710;13712;13713;13717;13721;13724;13728;13738;13878;19697",TRUE,"",0.00582098743903263
28548,463381156.614124,4056932.46505894,2014,FALSE,2,"12872","NZL","Craigieburn Range","NZL",TRUE,"11779;12869;12872;13676;13685;13688;13691;13693;13694;13699;13702;13703;13709;13710;13712;13713;13717;13721;13724;13728;13738;13878;19697",TRUE,"",0.00875506568869246
28548,463381156.614124,77093.1981093287,2016,FALSE,1,"12872","NZL","Craigieburn Range","NZL",TRUE,"11779;12869;12872;13676;13685;13688;13691;13693;13694;13699;13702;13703;13709;13710;13712;13713;13717;13721;13724;13728;13738;13878;19697",TRUE,"",0.000166371025254114
