"SitRecID","kba","ovl","year","random","nPAs","percPA","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note"
31346,NA,0,0,FALSE,0,0,"18792","WLF","Futuna","ASM",NA,NA,NA,"no PAs in this range"
