"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
3101,539338132.154539,2158183.05283587,1967,TRUE,1,"20298","SVK","Vihorlat Mountains","SVK",TRUE,"20086;20087;20288;20298",TRUE,"",0.00400153989523122
3101,539338132.154539,2866431.77266783,1973,TRUE,1,"20298","SVK","Vihorlat Mountains","SVK",TRUE,"20086;20087;20288;20298",TRUE,"",0.00531472114018167
3101,539338132.154539,7070994.97121525,1981,TRUE,1,"20298","SVK","Vihorlat Mountains","SVK",TRUE,"20086;20087;20288;20298",TRUE,"",0.0131105044306216
3101,539338132.154539,3819.32946497202,1983,TRUE,1,"20298","SVK","Vihorlat Mountains","SVK",TRUE,"20086;20087;20288;20298",TRUE,"",7.08151201865632e-06
3101,539338132.154539,2521434.97059894,1986,TRUE,1,"20298","SVK","Vihorlat Mountains","SVK",TRUE,"20086;20087;20288;20298",TRUE,"",0.00467505414558091
3101,539338132.154539,840457.611613837,1988,TRUE,4,"20298","SVK","Vihorlat Mountains","SVK",TRUE,"20086;20087;20288;20298",TRUE,"",0.00155831297938529
3101,539338132.154539,158215716.193886,1989,TRUE,1,"20298","SVK","Vihorlat Mountains","SVK",TRUE,"20086;20087;20288;20298",TRUE,"",0.293351622593137
3101,539338132.154539,55777144.2679243,1999,TRUE,1,"20298","SVK","Vihorlat Mountains","SVK",TRUE,"20086;20087;20288;20298",TRUE,"",0.103417765113523
3101,539338132.154539,247257999.067349,2004,TRUE,22,"20298","SVK","Vihorlat Mountains","SVK",TRUE,"20086;20087;20288;20298",TRUE,"",0.458447093439521
3101,539338132.154539,NA,2007,TRUE,3,"20298","SVK","Vihorlat Mountains","SVK",TRUE,"20086;20087;20288;20298",TRUE,"",NA
3101,539338132.154539,1078.58255303657,2017,TRUE,2,"20298","SVK","Vihorlat Mountains","SVK",TRUE,"20086;20087;20288;20298",TRUE,"",1.99982624764148e-06
