"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
20355,20918050062.3935,577560297.518778,1955,FALSE,1,"14555","GTM","Sierra del Lacandón","GTM",TRUE,"11613;14555;19658",TRUE,"",0.0276106183796316
20355,20918050062.3935,32330008.9072297,1979,FALSE,1,"14555","GTM","Sierra del Lacandón","GTM",TRUE,"11613;14555;19658",TRUE,"",0.00154555557572513
20355,20918050062.3935,7372915.37010187,1989,FALSE,1,"14555","GTM","Sierra del Lacandón","GTM",TRUE,"11613;14555;19658",TRUE,"",0.000352466666257621
20355,20918050062.3935,7189940284.21787,1990,FALSE,7,"14555","GTM","Sierra del Lacandón","GTM",TRUE,"11613;14555;19658",TRUE,"",0.343719431915116
20355,20918050062.3935,3112126.82925666,1995,FALSE,1,"14555","GTM","Sierra del Lacandón","GTM",TRUE,"11613;14555;19658",TRUE,"",0.000148777100158663
20355,20918050062.3935,1981107.26214886,2002,FALSE,1,"14555","GTM","Sierra del Lacandón","GTM",TRUE,"11613;14555;19658",TRUE,"",9.47080275761693e-05
20355,20918050062.3935,366898724.441126,2003,FALSE,1,"14555","GTM","Sierra del Lacandón","GTM",TRUE,"11613;14555;19658",TRUE,"",0.0175398148176697
20355,20918050062.3935,2195277263.53622,2006,FALSE,3,"14555","GTM","Sierra del Lacandón","GTM",TRUE,"11613;14555;19658",TRUE,"",0.104946553669593
20355,20918050062.3935,6368068.31406702,2007,FALSE,4,"14555","GTM","Sierra del Lacandón","GTM",TRUE,"11613;14555;19658",TRUE,"",0.000304429346668193
20355,20918050062.3935,46965.6803894835,2008,FALSE,3,"14555","GTM","Sierra del Lacandón","GTM",TRUE,"11613;14555;19658",TRUE,"",2.24522267847128e-06
20355,20918050062.3935,2045313.94463756,2009,FALSE,6,"14555","GTM","Sierra del Lacandón","GTM",TRUE,"11613;14555;19658",TRUE,"",9.77774667589414e-05
20355,20918050062.3935,80074.3648437336,2010,FALSE,1,"14555","GTM","Sierra del Lacandón","GTM",TRUE,"11613;14555;19658",TRUE,"",3.82800330838156e-06
20355,20918050062.3935,464590.404656157,2011,FALSE,1,"14555","GTM","Sierra del Lacandón","GTM",TRUE,"11613;14555;19658",TRUE,"",2.22100245132981e-05
20355,20918050062.3935,483.089053135365,2012,FALSE,1,"14555","GTM","Sierra del Lacandón","GTM",TRUE,"11613;14555;19658",TRUE,"",2.30943635613466e-08
