"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
3233,1314790096.27046,1615519.65601461,1955,TRUE,1,"15430","AUT","Totes Mountains","AUT",TRUE,"15429;15430;15431;15432",TRUE,"",0.00122872819060411
3233,1314790096.27046,2075313.67061453,1965,TRUE,4,"15430","AUT","Totes Mountains","AUT",TRUE,"15429;15430;15431;15432",TRUE,"",0.0015784372551188
3233,1314790096.27046,15608915.09682,1988,TRUE,4,"15430","AUT","Totes Mountains","AUT",TRUE,"15429;15430;15431;15432",TRUE,"",0.0118717924184981
3233,1314790096.27046,231556388.259786,1991,TRUE,2,"15430","AUT","Totes Mountains","AUT",TRUE,"15429;15430;15431;15432",TRUE,"",0.176116620376606
3233,1314790096.27046,194411.218820304,1994,TRUE,3,"15430","AUT","Totes Mountains","AUT",TRUE,"15429;15430;15431;15432",TRUE,"",0.000147864833612431
3233,1314790096.27046,15560.9064176977,1995,TRUE,1,"15430","AUT","Totes Mountains","AUT",TRUE,"15429;15430;15431;15432",TRUE,"",1.18352780887518e-05
3233,1314790096.27046,382027.95714595,1996,TRUE,1,"15430","AUT","Totes Mountains","AUT",TRUE,"15429;15430;15431;15432",TRUE,"",0.000290561937019158
3233,1314790096.27046,226638145.01831,1997,TRUE,4,"15430","AUT","Totes Mountains","AUT",TRUE,"15429;15430;15431;15432",TRUE,"",0.172375914346475
3233,1314790096.27046,10714.6042402536,1998,TRUE,1,"15430","AUT","Totes Mountains","AUT",TRUE,"15429;15430;15431;15432",TRUE,"",8.14928882613786e-06
3233,1314790096.27046,10745535.4092224,2000,TRUE,3,"15430","AUT","Totes Mountains","AUT",TRUE,"15429;15430;15431;15432",TRUE,"",0.00817281438284579
3233,1314790096.27046,11213.170483286,2001,TRUE,1,"15430","AUT","Totes Mountains","AUT",TRUE,"15429;15430;15431;15432",TRUE,"",8.52848718216952e-06
3233,1314790096.27046,34670434.7941365,2002,TRUE,3,"15430","AUT","Totes Mountains","AUT",TRUE,"15429;15430;15431;15432",TRUE,"",0.0263695588310886
3233,1314790096.27046,5045692.3431124,2004,TRUE,2,"15430","AUT","Totes Mountains","AUT",TRUE,"15429;15430;15431;15432",TRUE,"",0.0038376409720647
3233,1314790096.27046,0.0185306800995022,2005,TRUE,1,"15430","AUT","Totes Mountains","AUT",TRUE,"15429;15430;15431;15432",TRUE,"",1.40940216632803e-11
3233,1314790096.27046,16692.5465644598,2006,TRUE,2,"15430","AUT","Totes Mountains","AUT",TRUE,"15429;15430;15431;15432",TRUE,"",1.26959783252171e-05
3233,1314790096.27046,NA,2007,TRUE,1,"15430","AUT","Totes Mountains","AUT",TRUE,"15429;15430;15431;15432",TRUE,"",NA
3233,1314790096.27046,26960131.1776993,2008,TRUE,1,"15430","AUT","Totes Mountains","AUT",TRUE,"15429;15430;15431;15432",TRUE,"",0.0205052740009029
3233,1314790096.27046,126996.942912133,2009,TRUE,1,"15430","AUT","Totes Mountains","AUT",TRUE,"15429;15430;15431;15432",TRUE,"",9.65910401001445e-05
3233,1314790096.27046,496.549106752876,2010,TRUE,1,"15430","AUT","Totes Mountains","AUT",TRUE,"15429;15430;15431;15432",TRUE,"",3.77664167201586e-07
3233,1314790096.27046,11121711.8827859,2012,TRUE,2,"15430","AUT","Totes Mountains","AUT",TRUE,"15429;15430;15431;15432",TRUE,"",0.00845892581206218
3233,1314790096.27046,1984088.36249958,2016,TRUE,1,"15430","AUT","Totes Mountains","AUT",TRUE,"15429;15430;15431;15432",TRUE,"",0.00150905332199236
3233,1314790096.27046,73.4976019202877,2017,TRUE,1,"15430","AUT","Totes Mountains","AUT",TRUE,"15429;15430;15431;15432",TRUE,"",5.59006354921378e-08
3233,1314790096.27046,NA,2019,TRUE,1,"15430","AUT","Totes Mountains","AUT",TRUE,"15429;15430;15431;15432",TRUE,"",NA
