"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
1846,2496753536.48662,2079710706.12647,1986,FALSE,1,"12812","ESP","Sierra de Segura","ESP",TRUE,"12807;12811;12812;15097;15100;15101;15102;15103;15104;15105;15107;19912;19921",TRUE,"",0.832965959889256
1846,2496753536.48662,2426489.28775516,1987,FALSE,1,"12812","ESP","Sierra de Segura","ESP",TRUE,"12807;12811;12812;15097;15100;15101;15102;15103;15104;15105;15107;19912;19921",TRUE,"",0.000971857755399304
1846,2496753536.48662,125152646.836743,1989,FALSE,1,"12812","ESP","Sierra de Segura","ESP",TRUE,"12807;12811;12812;15097;15100;15101;15102;15103;15104;15105;15107;19912;19921",TRUE,"",0.0501261518238823
1846,2496753536.48662,NA,1992,FALSE,1,"12812","ESP","Sierra de Segura","ESP",TRUE,"12807;12811;12812;15097;15100;15101;15102;15103;15104;15105;15107;19912;19921",TRUE,"",NA
1846,2496753536.48662,197601423.344877,2001,FALSE,1,"12812","ESP","Sierra de Segura","ESP",TRUE,"12807;12811;12812;15097;15100;15101;15102;15103;15104;15105;15107;19912;19921",TRUE,"",0.0791433437290483
1846,2496753536.48662,1.05610456378723,2002,FALSE,1,"12812","ESP","Sierra de Segura","ESP",TRUE,"12807;12811;12812;15097;15100;15101;15102;15103;15104;15105;15107;19912;19921",TRUE,"",4.22991115604208e-10
1846,2496753536.48662,2713307.12252071,2005,FALSE,3,"12812","ESP","Sierra de Segura","ESP",TRUE,"12807;12811;12812;15097;15100;15101;15102;15103;15104;15105;15107;19912;19921",TRUE,"",0.0010867340660059
1846,2496753536.48662,39019027.4584268,2006,FALSE,6,"12812","ESP","Sierra de Segura","ESP",TRUE,"12807;12811;12812;15097;15100;15101;15102;15103;15104;15105;15107;19912;19921",TRUE,"",0.0156279051529185
1846,2496753536.48662,339885.034242401,2011,FALSE,1,"12812","ESP","Sierra de Segura","ESP",TRUE,"12807;12811;12812;15097;15100;15101;15102;15103;15104;15105;15107;19912;19921",TRUE,"",0.000136130791155574
