"SitRecID","kba","ovl","year","random","nPAs","percPA","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note"
31679,NA,0,0,FALSE,0,0,"14306","LBY","Jebel Akhdar (Libya)","DZA",NA,NA,NA,"no PAs in this range"
6471,NA,0,0,FALSE,0,0,"14306","LBY","Jebel Akhdar (Libya)","DZA",NA,NA,NA,"no PAs in this range"
