"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","percPA"
19303,268818430.224369,7263960.74281156,1984,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","PAN",0.027021810732057
19304,46899167.5375313,44492908.4870957,1977,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","PAN",0.948692926190854
19306,123769836.589154,0,0,FALSE,0,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","PAN",0
19307,55173535.0686332,0,0,FALSE,0,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","PAN",0
19309,102780360.643977,71411742.625688,1977,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","PAN",0.694799494555702
19309,102780360.643977,187.247303284705,1980,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","PAN",1.82181987017261e-06
19310,175796100.552546,0,0,FALSE,0,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","PAN",0
19311,181951735.786791,149291.581054114,1977,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","PAN",0.000820500999391687
19311,181951735.786791,178760599.168321,1980,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","PAN",0.982461631351466
19312,43495464.8984004,26838.6045760959,1985,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","PAN",0.000617043745567207
19312,43495464.8984004,41003851.8400442,1992,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","PAN",0.942715566687787
19313,2511902.91615863,2255340.00437032,1985,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","PAN",0.897861135421321
19318,1222717437.44093,1198456044.98509,1984,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","PAN",0.980157809390031
19322,489039978.574521,0,0,FALSE,0,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","PAN",0
19323,165958097.495832,0,0,FALSE,0,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","PAN",0
19335,179601560.367311,0,0,FALSE,0,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","PAN",0
19336,478529347.220178,0,0,FALSE,0,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","PAN",0
19337,873750633.291018,2514303.14804434,1984,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","PAN",0.00287759808376231
19338,110788953.721241,3678237.13744795,1980,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","PAN",0.0332003960133324
19338,110788953.721241,32910.853852272,1981,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","PAN",0.000297058982388081
19339,94272611.7591299,0,0,FALSE,0,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","PAN",0
19340,268261107.614318,255064627.389663,1993,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","PAN",0.95080732968706
19340,268261107.614318,7566216.16711679,1994,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","PAN",0.0282046705704161
19345,164914230.020206,0,0,FALSE,0,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","PAN",0
20355,20918050062.3935,577560297.518778,1955,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.0276106183796316
20355,20918050062.3935,32330008.9072297,1979,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00154555557572513
20355,20918050062.3935,25738632.3719188,1989,FALSE,3,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00123045084485153
20355,20918050062.3935,7179051617.9465,1990,FALSE,7,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.343198892656491
20355,20918050062.3935,1114234.79343092,1992,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",5.3266666353098e-05
20355,20918050062.3935,3112126.82925666,1995,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.000148777100158663
20355,20918050062.3935,1981107.26226842,2002,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",9.47080275818853e-05
20355,20918050062.3935,371115057.842717,2003,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.0177413791790234
20355,20918050062.3935,2195277263.53622,2006,FALSE,3,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.104946553669593
20355,20918050062.3935,6368068.31406702,2007,FALSE,4,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.000304429346668193
20355,20918050062.3935,207928.174483215,2008,FALSE,4,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",9.94013179349961e-06
20355,20918050062.3935,2045313.94463756,2009,FALSE,6,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",9.77774667589414e-05
20355,20918050062.3935,80074.3648437336,2010,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",3.82800330838156e-06
20355,20918050062.3935,464590.404656157,2011,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",2.22100245132981e-05
20355,20918050062.3935,483.089053135365,2012,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",2.30943635613466e-08
20356,1849695987.94828,10599345.8374414,1980,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.0057303177962766
20356,1849695987.94828,1820628549.21243,1995,FALSE,6,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.984285288541881
20358,1445874229.91928,559689.914534807,1954,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.000387094467107319
20358,1445874229.91928,426215.650516439,1991,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.000294780584435919
20358,1445874229.91928,1425142506.92776,1995,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.985661461721555
20363,451444540.883995,17201602.5333343,1997,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.0381034678139004
20363,451444540.883995,2158862.89677063,2007,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00478212205765797
20364,713619541.982042,612723.978677511,1980,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.000858614349287159
20364,713619541.982042,1789151.2928915,1996,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00250715008157179
20364,713619541.982042,186404.86972779,2010,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.000261210433237381
20365,2115507218.57023,142049500.552155,1996,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.0671467813038988
20365,2115507218.57023,13229137.3698162,2001,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00625341159495409
20366,1866846443.85177,109238.43677517,1955,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",5.85149556006245e-05
20367,4640454964.70114,165632096.007845,1955,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.0356930726120111
20367,4640454964.70114,2604335.66525264,1956,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.000561224208631098
20367,4640454964.70114,79258.6411162689,1972,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",1.70799289550639e-05
20367,4640454964.70114,50343978.0731852,1990,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.0108489315069622
20367,4640454964.70114,774143.652514671,1994,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.000166824946778581
20367,4640454964.70114,5107735.25414658,1995,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00110069708530735
20367,4640454964.70114,668360930.05946,1996,FALSE,3,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.144029181436632
20367,4640454964.70114,1404348.37423506,1997,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00030263161369254
20367,4640454964.70114,395863488.141986,2000,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.0853070423381387
20367,4640454964.70114,7605721.64104919,2001,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00163900343800428
20367,4640454964.70114,30886085.8093413,2002,FALSE,9,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.0066558313881472
20367,4640454964.70114,12982674.7945952,2003,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00279771593375033
20367,4640454964.70114,411030605.549089,2005,FALSE,3,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.0885754971604516
20367,4640454964.70114,19691637.6850483,2006,FALSE,3,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00424347134814109
20367,4640454964.70114,2064948.14454466,2009,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.000444988295383156
20367,4640454964.70114,21331360.3364167,2013,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00459682520327843
20367,4640454964.70114,168329585.744452,2014,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.0362743711607798
20367,4640454964.70114,334747.883357467,2019,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",7.2136867161478e-05
20372,2768352464.3866,1102235040.43231,1955,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.398155601431533
20372,2768352464.3866,2916885.13150521,1956,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00105365381360553
20372,2768352464.3866,105811.978512049,1963,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",3.82220038355897e-05
20372,2768352464.3866,2486828.66644216,1996,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.000898306374796527
20372,2768352464.3866,120551787.172013,1997,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.0435464012342533
20372,2768352464.3866,1565499.5665226,1999,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.000565498644649455
20372,2768352464.3866,16001736.295081,2000,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00578023806611873
20372,2768352464.3866,27125686.6519193,2001,FALSE,8,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00979849459231694
20372,2768352464.3866,2722032.65265459,2006,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.000983268094533522
20372,2768352464.3866,394834.711456358,2008,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.000142624436929799
20372,2768352464.3866,3147471.37593457,2009,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00113694748642925
20372,2768352464.3866,11444711.1340627,2010,FALSE,3,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00413412355590297
20372,2768352464.3866,698006.650480688,2011,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.000252137926604425
20372,2768352464.3866,634931.572125903,2012,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.000229353588567195
20372,2768352464.3866,10100666.3588413,2013,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00364862006871635
20372,2768352464.3866,9983006.59576869,2014,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00360611834085249
20372,2768352464.3866,90601.8819973832,2015,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",3.27277263870583e-05
20372,2768352464.3866,34721278.4337003,2017,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.0125422173947759
