"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","percPA"
20373,1377743076.63553,311588.293067202,1955,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.000226158489453713
20373,1377743076.63553,158477199.924437,1956,FALSE,4,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.11502667123644
20373,1377743076.63553,10499347.8884948,1963,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00762068637218949
20373,1377743076.63553,42289065.4015298,1997,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.0306944495811225
20373,1377743076.63553,362693.626149267,2002,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.000263252004165371
20373,1377743076.63553,1574011.61793983,2006,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00114245656148285
20373,1377743076.63553,3594694.50584509,2007,FALSE,5,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00260911817798671
20373,1377743076.63553,10918739.3835988,2008,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00792509109192007
20373,1377743076.63553,10851664.8095837,2009,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00787640670718057
20373,1377743076.63553,1666583.0627667,2010,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00120964720565791
20373,1377743076.63553,11719244.8051688,2011,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00850611772536533
20373,1377743076.63553,797811.429619312,2012,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.000579071267458357
20373,1377743076.63553,1190117.48072913,2014,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.000863816702048262
20375,55550657.7309015,0,0,FALSE,0,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0
20377,220492508.763314,220491600.083759,1987,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.999995878864274
20378,43489410.2605201,343313.170683075,2010,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00789417857419732
20381,224638100.231401,29523834.926459,1977,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.131428439325503
20381,224638100.231401,717657.131403789,2014,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.00319472578634045
20381,224638100.231401,58645288.6619949,2016,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","GTM",0.261065636691122
20402,1491904388.53251,1204873.58972073,1961,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.000807607779011817
20402,1491904388.53251,809594199.356315,1966,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.542658233047131
20402,1491904388.53251,214523750.088217,1991,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.143791888901962
20402,1491904388.53251,4412315.75168855,1995,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.00295750571256691
20402,1491904388.53251,91492688.8801853,1999,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0613261074794347
20403,3042746311.62866,26768124.1005159,1963,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.00879735651908094
20403,3042746311.62866,2370685.21980452,1983,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.000779126807497662
20403,3042746311.62866,224011982.489686,1994,FALSE,5,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0736216429327562
20403,3042746311.62866,1454211.61473583,1995,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.000477927328077984
20403,3042746311.62866,389302.788780659,1998,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.000127944543813211
20403,3042746311.62866,55458610.5665904,2004,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0182264983296966
20403,3042746311.62866,514590.557840437,2006,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.000169120427777299
20403,3042746311.62866,2803543.06635436,2017,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.000921385741440183
20404,361346199.209312,181850543.388376,1980,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.503258492233477
20404,361346199.209312,12156.491829494,1985,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",3.36422296847027e-05
20404,361346199.209312,25949567.6928776,1986,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0718135897088712
20404,361346199.209312,15722802.6919937,1991,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0435117422748542
20404,361346199.209312,27990951.6322136,1994,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.07746297510106
20404,361346199.209312,32632064.8268723,2001,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0903069269810416
20404,361346199.209312,648532.107687403,2009,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.00179476665067047
20405,416923113.587191,4513791.99093623,1998,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0108264374025698
20405,416923113.587191,33804364.6564068,2001,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0810805723039803
20406,1765815628.43514,143405542.662719,1974,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0812120701354334
20406,1765815628.43514,170117173.393061,1976,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0963391481271565
20406,1765815628.43514,38471.7746111229,1977,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",2.17869714094764e-05
20406,1765815628.43514,124277939.080021,1991,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.070379906644136
20406,1765815628.43514,48126379.2690327,1999,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0272544757754139
20407,983918041.52141,2233022.54071517,1969,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.00226952088129444
20407,983918041.52141,282873040.427419,1977,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.287496547974686
20407,983918041.52141,24001005.9055705,1985,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0243932979097104
20407,983918041.52141,118438532.440903,1991,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.120374388356335
20407,983918041.52141,11369559.4848601,1994,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0115553928325977
20407,983918041.52141,43112448.0687173,1995,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0438171130616261
20407,983918041.52141,802728.222906886,1997,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.000815848667299205
20409,216507459.624157,114349572.501258,1976,FALSE,3,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.528155347163381
20409,216507459.624157,NA,1982,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",NA
26572,2356792444.11624,123167938.06884,1964,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0522608337345658
26572,2356792444.11624,866693297.314926,1975,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.367742734188849
26572,2356792444.11624,31172286.0223674,1976,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0132265724545194
26572,2356792444.11624,7763721.58971956,1982,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.00329418978285584
26572,2356792444.11624,504206455.394708,1983,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.213937572930304
26572,2356792444.11624,50274798.6392518,1984,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0213318736508866
26572,2356792444.11624,16127528.924255,1986,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.00684299924862607
26572,2356792444.11624,7934259.53587317,1994,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.00336654997162824
26572,2356792444.11624,272078.189075209,1997,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.000115444272470601
26572,2356792444.11624,NA,1998,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",NA
26572,2356792444.11624,1123702.53952485,2000,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.000476793169602264
26572,2356792444.11624,40776704.5277352,2006,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0173017800653319
20411,518104793.994793,28373607.576837,1983,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0547642251253172
20411,518104793.994793,5002295.95210755,1988,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.00965498873989925
20411,518104793.994793,14270834.5811765,1994,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0275443013586936
20411,518104793.994793,52863755.3360715,1998,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.102032939955006
20411,518104793.994793,24981927.753597,2002,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0482179050322551
20411,518104793.994793,722781.544265379,2005,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.00139504894114653
20412,1348343445.21777,189748564.429268,1975,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.140727175336712
20412,1348343445.21777,23735808.48552,1981,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0176036814431107
20412,1348343445.21777,23220239.1352344,1982,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0172213090200354
20412,1348343445.21777,1079407.13551014,1983,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.000800543169723205
20412,1348343445.21777,23136045.9495593,1984,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0171588670762015
20412,1348343445.21777,221511.180304974,1996,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.000164283944933035
20412,1348343445.21777,6790876.60091375,1998,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.00503645908985522
20412,1348343445.21777,174050.385481648,2013,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.000129084608301364
20412,1348343445.21777,9117668.28003365,2014,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0067621260090459
20413,1164880344.02029,1095376.22846958,1991,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.000940333686710838
20413,1164880344.02029,51609675.0863042,1992,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0443047007799846
20413,1164880344.02029,495837.193651974,1994,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.000425655043625098
20413,1164880344.02029,7249946.56618144,1995,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.00622376933682314
20415,399234303.859641,34762370.7823171,1961,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0870726048494534
20415,399234303.859641,100151761.611873,1984,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.250859609616821
20415,399234303.859641,8734258.38808543,1991,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0218775248109845
20415,399234303.859641,6282746.40621895,1997,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0157369903975681
20415,399234303.859641,NA,1999,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",NA
20416,4170415623.14622,243237319.22684,1961,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0583244791902391
20416,4170415623.14622,748034832.73369,1970,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.17936697450058
20416,4170415623.14622,788265453.044415,1985,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.189013643788754
20416,4170415623.14622,59979166.5183877,1990,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0143820597125853
20416,4170415623.14622,712062.294773801,1994,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.000170741326313326
20416,4170415623.14622,60225127.9881418,1996,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0144410374001782
20416,4170415623.14622,12463299.4828638,1999,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.00298850297166815
20416,4170415623.14622,0.0348578626704779,2001,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",8.35836660428118e-12
20416,4170415623.14622,1297828.19863442,2011,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.00031119876672036
20416,4170415623.14622,6610006.5620487,2013,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.00158497549389622
20417,158610280.471539,4970545.92356576,1973,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0313381068918648
20417,158610280.471539,6889788.62371141,1994,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0434384745000668
20418,418347270.380539,237445982.397427,1970,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.567581048590184
20418,418347270.380539,93610070.9365916,1985,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.223761639107724
20418,418347270.380539,10841024.8892811,1994,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0259139371924665
20418,418347270.380539,NA,1995,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",NA
20419,3628154705.94855,103959985.244824,1964,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0286536803610873
20419,3628154705.94855,4866296.83195245,1975,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.00134125946282663
20419,3628154705.94855,99779973.111314,1978,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0275015762000776
20419,3628154705.94855,543242310.138556,1982,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.149729643349519
20419,3628154705.94855,NA,1983,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",NA
20419,3628154705.94855,11764001.2708795,1984,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.00324241996946596
20419,3628154705.94855,130929499.425398,1985,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0360870773263149
20419,3628154705.94855,24590019.1960368,1986,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0067775553108913
20419,3628154705.94855,NA,1990,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",NA
20419,3628154705.94855,5031258.36080241,1995,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",0.0013867265231423
20419,3628154705.94855,NA,1998,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",NA
20419,3628154705.94855,NA,2000,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","CRI",NA
20422,131181519.99482,114423276.911587,1983,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.872251494845505
20426,689856774.169246,629622053.357664,1983,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.912685178913957
20426,689856774.169246,15775639.6488631,1996,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.0228679926610284
20426,689856774.169246,13.3279699459672,2001,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",1.93199087767418e-08
20427,182870562.792575,175956883.961031,1983,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.962193593512446
20429,81943508.3251811,80024165.4082125,1991,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.976577242588248
20430,119603322.50355,237667.071724577,1991,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.00198712767128625
20431,81330503.0757565,205554.483541779,1979,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.00252739717287021
20431,81330503.0757565,2793115.41252136,1993,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.0343427780093733
20433,138936401.343004,5675893.60323783,1983,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.0408524587391987
20434,19159455.8681787,368126.321384013,1983,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.0192138192189175
20435,159963371.14067,46241384.9529287,1983,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.289074833964736
20436,50983491.7087595,26175168.3258681,2013,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.513404779637149
20438,316813284.676431,285930997.890218,1991,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.902522121767229
20439,93293853.6834469,90430594.9881852,1991,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.969309246191319
20440,7736491595.80053,133904011.382418,1987,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.017308105324525
20440,7736491595.80053,4141.10360104498,1991,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",5.35268932922104e-07
20440,7736491595.80053,30382099.011543,1999,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.0039271158813169
20440,7736491595.80053,7387136665.94496,2001,FALSE,2,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.954843235395589
20441,126026952.980818,124916059.967462,2001,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.991185274363292
20442,115522115.249635,114887330.632815,2001,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.994505081425768
20443,42808327.2247372,42262388.5468658,1991,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.987246904673352
20444,1203780.73686218,0,0,FALSE,0,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0
20445,5549168.95437767,2752348.82837367,1991,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.495992976786619
20448,47770589.0135263,47357970.1331833,1991,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.991362491255316
20449,106643075.849949,105576794.206026,1991,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.990001398258403
20452,2242768402.71601,2184817068.02427,1991,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.974160802951584
20453,1094819942.50806,737894337.609307,1999,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.673986935165711
20453,1094819942.50806,356299879.181085,2001,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.325441531842084
20454,2170284014.76951,2164380099.60872,1999,FALSE,3,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.997279657814084
20456,602732839.390246,593940904.281248,1999,FALSE,3,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.985413213725184
20457,3208012692.24187,3202541391.71022,1999,FALSE,4,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.998294489125656
20458,435203299.455147,2884145.32201346,1961,FALSE,1,"12390","MEX;PAN;GTM;CRI;NIC;BLZ;SLV;HND;COL","Cordillera Centroamericana","NIC",0.00662712191204495
