"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
2786,1556865411.14969,21608052.9004309,1971,FALSE,1,"18586","ITA","Majella","ITA",TRUE,"18581;18586;18589",TRUE,"",0.0138792041660647
2786,1556865411.14969,1570847.98717934,1972,FALSE,1,"18586","ITA","Majella","ITA",TRUE,"18581;18586;18589",TRUE,"",0.00100898123622601
2786,1556865411.14969,55860961.8371812,1974,FALSE,1,"18586","ITA","Majella","ITA",TRUE,"18581;18586;18589",TRUE,"",0.0358804052277902
2786,1556865411.14969,16188918.1257259,1981,FALSE,1,"18586","ITA","Majella","ITA",TRUE,"18581;18586;18589",TRUE,"",0.0103984056744963
2786,1556865411.14969,18709465.9585978,1982,FALSE,3,"18586","ITA","Majella","ITA",TRUE,"18581;18586;18589",TRUE,"",0.0120173945831203
2786,1556865411.14969,42358975.5800013,1983,FALSE,1,"18586","ITA","Majella","ITA",TRUE,"18581;18586;18589",TRUE,"",0.0272078596368331
2786,1556865411.14969,14072492.8638061,1987,FALSE,2,"18586","ITA","Majella","ITA",TRUE,"18581;18586;18589",TRUE,"",0.00903899127247875
2786,1556865411.14969,567672448.290404,1988,FALSE,1,"18586","ITA","Majella","ITA",TRUE,"18581;18586;18589",TRUE,"",0.364625255481267
2786,1556865411.14969,14056.8118368408,1991,FALSE,1,"18586","ITA","Majella","ITA",TRUE,"18581;18586;18589",TRUE,"",9.02891909356525e-06
2786,1556865411.14969,5571532.5119514,1996,FALSE,1,"18586","ITA","Majella","ITA",TRUE,"18581;18586;18589",TRUE,"",0.0035786860393006
2786,1556865411.14969,2125854.37610006,1997,FALSE,1,"18586","ITA","Majella","ITA",TRUE,"18581;18586;18589",TRUE,"",0.0013654708755654
2786,1556865411.14969,2859873.92372641,2001,FALSE,1,"18586","ITA","Majella","ITA",TRUE,"18581;18586;18589",TRUE,"",0.00183694358115034
2786,1556865411.14969,1046912.5174885,2015,FALSE,1,"18586","ITA","Majella","ITA",TRUE,"18581;18586;18589",TRUE,"",0.000672448954155509
2786,1556865411.14969,1904300.57443698,2017,FALSE,4,"18586","ITA","Majella","ITA",TRUE,"18581;18586;18589",TRUE,"",0.00122316326176886
2786,1556865411.14969,134606411.800684,2018,FALSE,11,"18586","ITA","Majella","ITA",TRUE,"18581;18586;18589",TRUE,"",0.086459889748133
2786,1556865411.14969,14331.4142073216,2019,FALSE,11,"18586","ITA","Majella","ITA",TRUE,"18581;18586;18589",TRUE,"",9.20530066676623e-06
