"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
3104,406138575.793774,626.317271420732,1972,FALSE,2,"20311","SVK","Slovensky kras","SVK",TRUE,"20223;20228;20299;20307;20311;20316",TRUE,"",1.54212701956871e-06
3104,406138575.793774,107898.2701298,1981,FALSE,1,"20311","SVK","Slovensky kras","SVK",TRUE,"20223;20228;20299;20307;20311;20316",TRUE,"",0.000265668608107268
3104,406138575.793774,86519.934001008,1982,FALSE,3,"20311","SVK","Slovensky kras","SVK",TRUE,"20223;20228;20299;20307;20311;20316",TRUE,"",0.000213030574187419
3104,406138575.793774,313.157125299796,1983,FALSE,1,"20311","SVK","Slovensky kras","SVK",TRUE,"20223;20228;20299;20307;20311;20316",TRUE,"",7.71059790830629e-07
3104,406138575.793774,404673.350588262,1986,FALSE,1,"20311","SVK","Slovensky kras","SVK",TRUE,"20223;20228;20299;20307;20311;20316",TRUE,"",0.000996392302300642
3104,406138575.793774,884396.78549242,1993,FALSE,1,"20311","SVK","Slovensky kras","SVK",TRUE,"20223;20228;20299;20307;20311;20316",TRUE,"",0.00217757395678044
3104,406138575.793774,313.140915701166,1994,FALSE,1,"20311","SVK","Slovensky kras","SVK",TRUE,"20223;20228;20299;20307;20311;20316",TRUE,"",7.71019879333428e-07
3104,406138575.793774,354580899.641492,1995,FALSE,1,"20311","SVK","Slovensky kras","SVK",TRUE,"20223;20228;20299;20307;20311;20316",TRUE,"",0.873053979047631
3104,406138575.793774,313.160126483068,1996,FALSE,4,"20311","SVK","Slovensky kras","SVK",TRUE,"20223;20228;20299;20307;20311;20316",TRUE,"",7.71067180385451e-07
3104,406138575.793774,2507181.49189245,2001,FALSE,1,"20311","SVK","Slovensky kras","SVK",TRUE,"20223;20228;20299;20307;20311;20316",TRUE,"",0.00617321683120672
3104,406138575.793774,19584181.0371897,2002,FALSE,2,"20311","SVK","Slovensky kras","SVK",TRUE,"20223;20228;20299;20307;20311;20316",TRUE,"",0.0482204405206119
3104,406138575.793774,19897334.5269908,2004,FALSE,33,"20311","SVK","Slovensky kras","SVK",TRUE,"20223;20228;20299;20307;20311;20316",TRUE,"",0.0489914913600675
