"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
2116,1996754796.15106,716028.167713642,1968,FALSE,1,"20096","UKR","Makovytsia","UKR",TRUE,"20086;20087;20088;20096;20103;20104;20106;20108;20112;20114;20115;20123;20137;20095;20099",TRUE,"",0.000358595942322941
2116,1996754796.15106,1744532.63774538,1978,FALSE,1,"20096","UKR","Makovytsia","UKR",TRUE,"20086;20087;20088;20096;20103;20104;20106;20108;20112;20114;20115;20123;20137;20095;20099",TRUE,"",0.000873683960147803
2116,1996754796.15106,12581186.8746696,2007,FALSE,1,"20096","UKR","Makovytsia","UKR",TRUE,"20086;20087;20088;20096;20103;20104;20106;20108;20112;20114;20115;20123;20137;20095;20099",TRUE,"",0.00630081715537681
