"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
3244,65501716.780461,4168744.0335114,1958,FALSE,1,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15428;15430;15432",TRUE,"",0.0636432789614291
3244,65501716.780461,903364.376866437,1981,FALSE,2,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15428;15430;15432",TRUE,"",0.0137914610680236
3244,65501716.780461,461680.5463048,1982,FALSE,2,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15428;15430;15432",TRUE,"",0.00704837321825003
3244,65501716.780461,97071.4543503113,1986,FALSE,2,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15428;15430;15432",TRUE,"",0.00148196809368617
3244,65501716.780461,204895.052221021,1987,FALSE,1,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15428;15430;15432",TRUE,"",0.00312808674782919
3244,65501716.780461,577604.845912184,1988,FALSE,1,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15428;15430;15432",TRUE,"",0.00881816346658692
3244,65501716.780461,495742.227612138,1991,FALSE,1,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15428;15430;15432",TRUE,"",0.00756838525734667
3244,65501716.780461,14541889.1528247,1995,FALSE,2,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15428;15430;15432",TRUE,"",0.222007755942704
3244,65501716.780461,630271.750337642,2002,FALSE,1,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15428;15430;15432",TRUE,"",0.00962221726874876
3244,65501716.780461,21814887.4512517,2006,FALSE,6,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15428;15430;15432",TRUE,"",0.333042987626837
3244,65501716.780461,14074149.1615723,2007,FALSE,2,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15428;15430;15432",TRUE,"",0.214866874539243
3244,65501716.780461,86721.1129803408,2008,FALSE,1,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15428;15430;15432",TRUE,"",0.00132395175642495
3244,65501716.780461,NA,2009,FALSE,1,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15428;15430;15432",TRUE,"",NA
3245,2534641687.06433,2778289.53391317,1970,FALSE,1,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15365;15428;15432",TRUE,"",0.00109612713627031
3245,2534641687.06433,4707355.36653051,1973,FALSE,1,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15365;15428;15432",TRUE,"",0.00185720742720942
3245,2534641687.06433,38241.6504207999,1974,FALSE,1,"15364","AUT","Rottenmann and Wölz Tauern","AUT",TRUE,"15363;15364;15365;15428;15432",TRUE,"",1.50875962531382e-05
