"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","percPA"
112,120735304.834845,43606661.5065633,1982,FALSE,1,"14476","SRB;HUN;SVK;BIH;SVN;HRV","Pannonian Island Mountains","SRB",0.36117572706851
112,120735304.834845,8905291.01466775,2013,FALSE,1,"14476","SRB;HUN;SVK;BIH;SVN;HRV","Pannonian Island Mountains","SRB",0.0737587984463152
1383,39871131.5247841,2726366.9669826,1989,FALSE,1,"14476","SRB;HUN;SVK;BIH;SVN;HRV","Pannonian Island Mountains","HUN",0.0683794731355412
1383,39871131.5247841,14705982.2408346,2004,FALSE,1,"14476","SRB;HUN;SVK;BIH;SVN;HRV","Pannonian Island Mountains","HUN",0.368837845288974
1386,219038213.186862,152269763.732249,1976,FALSE,1,"14476","SRB;HUN;SVK;BIH;SVN;HRV","Pannonian Island Mountains","HUN",0.695174424210389
1386,219038213.186862,56214150.7041362,2004,FALSE,2,"14476","SRB;HUN;SVK;BIH;SVN;HRV","Pannonian Island Mountains","HUN",0.256640838537976
1386,219038213.186862,NA,2010,FALSE,2,"14476","SRB;HUN;SVK;BIH;SVN;HRV","Pannonian Island Mountains","HUN",NA
1386,219038213.186862,0.561300789937377,2014,FALSE,1,"14476","SRB;HUN;SVK;BIH;SVN;HRV","Pannonian Island Mountains","HUN",2.56257016422304e-09
1387,19713294.6625948,4203999.8619175,1958,FALSE,1,"14476","SRB;HUN;SVK;BIH;SVN;HRV","Pannonian Island Mountains","HUN",0.213257090398716
1387,19713294.6625948,5251455.34775978,1966,FALSE,1,"14476","SRB;HUN;SVK;BIH;SVN;HRV","Pannonian Island Mountains","HUN",0.266391561514282
1387,19713294.6625948,2729024.68299476,1979,FALSE,1,"14476","SRB;HUN;SVK;BIH;SVN;HRV","Pannonian Island Mountains","HUN",0.138435747535036
1387,19713294.6625948,6302584.98365976,2004,FALSE,1,"14476","SRB;HUN;SVK;BIH;SVN;HRV","Pannonian Island Mountains","HUN",0.319712411929735
1387,19713294.6625948,198197.574460164,2010,FALSE,1,"14476","SRB;HUN;SVK;BIH;SVN;HRV","Pannonian Island Mountains","HUN",0.0100540055760561
1400,525030185.896515,243125.451887898,1976,FALSE,1,"14476","SRB;HUN;SVK;BIH;SVN;HRV","Pannonian Island Mountains","HUN",0.000463069473753684
1400,525030185.896515,86668047.5594421,1977,FALSE,2,"14476","SRB;HUN;SVK;BIH;SVN;HRV","Pannonian Island Mountains","HUN",0.165072504186501
1400,525030185.896515,206975519.160627,2004,FALSE,1,"14476","SRB;HUN;SVK;BIH;SVN;HRV","Pannonian Island Mountains","HUN",0.39421641787549
