"SitRecID","kba","ovl","year","random","nPAs","percPA","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note"
23649,35617548.4767731,0,0,FALSE,0,0,15228,"PNG","Kaijende Highlands",NA,NA,NA,"no overlaps btwn PAs and range"
26391,6396109.95809761,0,0,FALSE,0,0,15228,"PNG","Kaijende Highlands",NA,NA,NA,"no overlaps btwn PAs and range"
