"SitRecID","kba","ovl","year","random","nPAs","percPA","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note"
6119,8986982.96423023,0,0,FALSE,0,0,14344,"CMR","Bamboutos Massif",NA,NA,NA,"no overlaps btwn PAs and range"
29689,73955492.7101149,0,0,FALSE,0,0,14344,"CMR","Bamboutos Massif",NA,NA,NA,"no overlaps btwn PAs and range"
