"SitRecID","kba","ovl","year","random","nPAs","percPA","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note"
24049,562742110.744345,0,0,FALSE,0,0,20915,"TUR","Bolu Mountains (nn)",NA,NA,NA,"no overlaps btwn PAs and range"
