"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note","percPA"
826,5064150.49138175,0,0,FALSE,0,"11121","TUR;ARM;GEO","Allahuekber Mountains","TUR",NA,NA,"no pas overlapping kba",0
3136,2667871.34903049,862205.348023131,1993,FALSE,1,"11121","TUR;ARM;GEO","Allahuekber Mountains","ARM",FALSE,"11121","",0.323181006586565
3136,2667871.34903049,783439.327915262,2009,FALSE,1,"11121","TUR;ARM;GEO","Allahuekber Mountains","ARM",FALSE,"11121","",0.293657086650735
18579,15434628.2203941,5928.80995720625,2011,FALSE,1,"11121","TUR;ARM;GEO","Allahuekber Mountains","GEO",FALSE,"11121","",0.000384123923981037
19751,550195.188572884,70537.8276580572,1993,FALSE,1,"11121","TUR;ARM;GEO","Allahuekber Mountains","ARM",TRUE,"11121","",0.12820509725107
19751,550195.188572884,49.9286925229244,2009,FALSE,1,"11121","TUR;ARM;GEO","Allahuekber Mountains","ARM",TRUE,"11121","",9.0747235817222e-05
827,27982119.5557958,0,0,FALSE,0,"11121","TUR;ARM;GEO","Allahuekber Mountains","TUR",NA,NA,"no pas overlapping kba",0
24078,191617346.783185,0,0,FALSE,0,"11121","TUR;ARM;GEO","Allahuekber Mountains","TUR",NA,NA,"no pas overlapping kba",0
24293,87722360.5383358,0,0,FALSE,0,"11121","TUR;ARM;GEO","Allahuekber Mountains","TUR",NA,NA,"no pas overlapping kba",0
25049,139693732.522575,2425586.43041599,2011,FALSE,1,"11121","TUR;ARM;GEO","Allahuekber Mountains","TUR",FALSE,"11121","",0.0173636024080321
46678,2059635.38595295,0,0,FALSE,0,"11121","TUR;ARM;GEO","Allahuekber Mountains","GEO",NA,NA,"no pas overlapping kba",0
18577,15613217.3423061,13956768.1965094,2011,FALSE,1,"11121","TUR;ARM;GEO","Allahuekber Mountains","GEO",FALSE,"11121","",0.893907251178244
825,69461448.3677105,0,0,FALSE,0,"11121","TUR;ARM;GEO","Allahuekber Mountains","TUR",NA,NA,"no pas overlapping kba",0
9631,29447977.3376794,0,0,FALSE,0,"11121","TUR;ARM;GEO","Allahuekber Mountains","TUR",NA,NA,"no pas overlapping kba",0
