"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
44629,50403557.1059231,1548.45364951063,1906,FALSE,1,"11974","NZL","Takitimu Mountains","NZL",TRUE,"11418;11451;13570;11582;11974;13552;13553;13558;13871",TRUE,"",3.07211184769471e-05
44629,50403557.1059231,443.08443903923,1907,FALSE,1,"11974","NZL","Takitimu Mountains","NZL",TRUE,"11418;11451;13570;11582;11974;13552;13553;13558;13871",TRUE,"",8.79073748918332e-06
44629,50403557.1059231,309174.713083908,1978,FALSE,1,"11974","NZL","Takitimu Mountains","NZL",TRUE,"11418;11451;13570;11582;11974;13552;13553;13558;13871",TRUE,"",0.00613398598900822
44629,50403557.1059231,85055.0445959792,1981,FALSE,1,"11974","NZL","Takitimu Mountains","NZL",TRUE,"11418;11451;13570;11582;11974;13552;13553;13558;13871",TRUE,"",0.00168748099300286
44629,50403557.1059231,138353.618346214,1982,FALSE,1,"11974","NZL","Takitimu Mountains","NZL",TRUE,"11418;11451;13570;11582;11974;13552;13553;13558;13871",TRUE,"",0.00274491774569529
44629,50403557.1059231,994551.470537663,1984,FALSE,1,"11974","NZL","Takitimu Mountains","NZL",TRUE,"11418;11451;13570;11582;11974;13552;13553;13558;13871",TRUE,"",0.0197317714788981
44629,50403557.1059231,7914925.77400466,1987,FALSE,17,"11974","NZL","Takitimu Mountains","NZL",TRUE,"11418;11451;13570;11582;11974;13552;13553;13558;13871",TRUE,"",0.157031095193767
44629,50403557.1059231,137635.037735254,1990,FALSE,1,"11974","NZL","Takitimu Mountains","NZL",TRUE,"11418;11451;13570;11582;11974;13552;13553;13558;13871",TRUE,"",0.00273066120008185
44629,50403557.1059231,192081.894413777,1993,FALSE,1,"11974","NZL","Takitimu Mountains","NZL",TRUE,"11418;11451;13570;11582;11974;13552;13553;13558;13871",TRUE,"",0.00381087973632727
44629,50403557.1059231,25545.4177979492,1995,FALSE,1,"11974","NZL","Takitimu Mountains","NZL",TRUE,"11418;11451;13570;11582;11974;13552;13553;13558;13871",TRUE,"",0.000506817757807559
44629,50403557.1059231,42183.2196573466,1997,FALSE,1,"11974","NZL","Takitimu Mountains","NZL",TRUE,"11418;11451;13570;11582;11974;13552;13553;13558;13871",TRUE,"",0.000836909577010579
44629,50403557.1059231,12444.8574990332,1998,FALSE,1,"11974","NZL","Takitimu Mountains","NZL",TRUE,"11418;11451;13570;11582;11974;13552;13553;13558;13871",TRUE,"",0.000246904349883092
44629,50403557.1059231,3375.03563985229,2005,FALSE,1,"11974","NZL","Takitimu Mountains","NZL",TRUE,"11418;11451;13570;11582;11974;13552;13553;13558;13871",TRUE,"",6.69602669660724e-05
44629,50403557.1059231,58106.1940062642,2012,FALSE,1,"11974","NZL","Takitimu Mountains","NZL",TRUE,"11418;11451;13570;11582;11974;13552;13553;13558;13871",TRUE,"",0.00115281931162426
44629,50403557.1059231,232.17449182272,2013,FALSE,1,"11974","NZL","Takitimu Mountains","NZL",TRUE,"11418;11451;13570;11582;11974;13552;13553;13558;13871",TRUE,"",4.6063116405615e-06
44629,50403557.1059231,44218.6316494942,2020,FALSE,1,"11974","NZL","Takitimu Mountains","NZL",TRUE,"11418;11451;13570;11582;11974;13552;13553;13558;13871",TRUE,"",0.000877291885502619
