"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note","percPA"
18604,1018169126.59531,0,0,FALSE,0,"12344","RUS","Korgonski Range","RUS",NA,NA,"no pas overlapping kba",0
18796,265012891.189692,60546695.1936488,1976,FALSE,1,"12344","RUS","Korgonski Range","RUS",TRUE,"12344","",0.228466981065878
18787,795158558.29931,0,0,FALSE,0,"12344","RUS","Korgonski Range","RUS",NA,NA,"no pas overlapping kba",0
