"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note","percPA"
29790,29451953.6990021,29451959.3501948,2008,FALSE,2,"14850","BIH","Šator Golija Range","BIH",TRUE,"14850","",1.00000019187836
