"SitRecID","kba","ovl","year","random","nPAs","percPA","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note"
7205,3518.58001041785,0,0,FALSE,0,0,19944,"ZMB","High Plateaux of Katanga (nn)",NA,NA,NA,"no overlaps btwn PAs and range"
