"SitRecID","kba","ovl","year","random","nPAs","percPA","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note"
27439,NA,0,0,FALSE,0,0,12573,"CHL","Cordillera de Oncol",NA,NA,NA,"no overlaps btwn PAs and range"
27440,NA,0,0,FALSE,0,0,12573,"CHL","Cordillera de Oncol",NA,NA,NA,"no overlaps btwn PAs and range"
