"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
6011,15255891976.4469,15231525188.7986,1964,FALSE,1,"14351","AGO","Baynes Mountains","AGO",TRUE,"11846;14351;15567;15575;18192;18193;19942",TRUE,"",0.99840279495385
