"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
44623,36384725.0923814,2161405.32875449,1987,TRUE,11,"13599","NZL","Saint Bathams Range","NZL",TRUE,"11308;11387;11741;13595;13597;13599;13606;13614;13896",TRUE,"",0.059404195669107
44623,36384725.0923814,43234.2414946258,1998,TRUE,1,"13599","NZL","Saint Bathams Range","NZL",TRUE,"11308;11387;11741;13595;13597;13599;13606;13614;13896",TRUE,"",0.00118825252588424
44623,36384725.0923814,764553.92892499,2007,TRUE,1,"13599","NZL","Saint Bathams Range","NZL",TRUE,"11308;11387;11741;13595;13597;13599;13606;13614;13896",TRUE,"",0.0210130467382611
44623,36384725.0923814,4404.74853880145,2008,TRUE,2,"13599","NZL","Saint Bathams Range","NZL",TRUE,"11308;11387;11741;13595;13597;13599;13606;13614;13896",TRUE,"",0.000121060377057068
44623,36384725.0923814,263660.068845998,2009,TRUE,3,"13599","NZL","Saint Bathams Range","NZL",TRUE,"11308;11387;11741;13595;13597;13599;13606;13614;13896",TRUE,"",0.00724644938711401
44623,36384725.0923814,27179.4149848651,2013,TRUE,1,"13599","NZL","Saint Bathams Range","NZL",TRUE,"11308;11387;11741;13595;13597;13599;13606;13614;13896",TRUE,"",0.000747000696469636
44623,36384725.0923814,353734.74845415,2014,TRUE,4,"13599","NZL","Saint Bathams Range","NZL",TRUE,"11308;11387;11741;13595;13597;13599;13606;13614;13896",TRUE,"",0.00972206736634706
44623,36384725.0923814,272149.057079832,2015,TRUE,1,"13599","NZL","Saint Bathams Range","NZL",TRUE,"11308;11387;11741;13595;13597;13599;13606;13614;13896",TRUE,"",0.00747976125664936
