"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
24009,2433862460.15845,1821281.90600979,1949,FALSE,1,"14844","HRV","Velika Kapela","HRV",TRUE,"12964;14842;14843;14844;14846;14877",TRUE,"",0.000748309296775637
24009,2433862460.15845,64989895.4201633,1953,FALSE,2,"14844","HRV","Velika Kapela","HRV",TRUE,"12964;14842;14843;14844;14846;14877",TRUE,"",0.0267023697863076
24009,2433862460.15845,530327.411024921,1955,FALSE,1,"14844","HRV","Velika Kapela","HRV",TRUE,"12964;14842;14843;14844;14846;14877",TRUE,"",0.000217895390436481
24009,2433862460.15845,2526620.92215067,1962,FALSE,1,"14844","HRV","Velika Kapela","HRV",TRUE,"12964;14842;14843;14844;14846;14877",TRUE,"",0.00103811162853721
24009,2433862460.15845,NA,1963,FALSE,1,"14844","HRV","Velika Kapela","HRV",TRUE,"12964;14842;14843;14844;14846;14877",TRUE,"",NA
24009,2433862460.15845,1249759.87950768,1964,FALSE,1,"14844","HRV","Velika Kapela","HRV",TRUE,"12964;14842;14843;14844;14846;14877",TRUE,"",0.000513488292771614
24009,2433862460.15845,16270.9370031804,1969,FALSE,1,"14844","HRV","Velika Kapela","HRV",TRUE,"12964;14842;14843;14844;14846;14877",TRUE,"",6.68523273994747e-06
24009,2433862460.15845,948653.418080121,1971,FALSE,1,"14844","HRV","Velika Kapela","HRV",TRUE,"12964;14842;14843;14844;14846;14877",TRUE,"",0.000389772813217375
24009,2433862460.15845,7830.15261276066,1972,FALSE,1,"14844","HRV","Velika Kapela","HRV",TRUE,"12964;14842;14843;14844;14846;14877",TRUE,"",3.21717136483172e-06
24009,2433862460.15845,2737.66145234544,1979,FALSE,1,"14844","HRV","Velika Kapela","HRV",TRUE,"12964;14842;14843;14844;14846;14877",TRUE,"",1.12482175848475e-06
24009,2433862460.15845,619801.555477148,1981,FALSE,1,"14844","HRV","Velika Kapela","HRV",TRUE,"12964;14842;14843;14844;14846;14877",TRUE,"",0.000254657592868578
24009,2433862460.15845,11157550.198323,1985,FALSE,1,"14844","HRV","Velika Kapela","HRV",TRUE,"12964;14842;14843;14844;14846;14877",TRUE,"",0.00458429774934635
24009,2433862460.15845,835167.056720644,2002,FALSE,1,"14844","HRV","Velika Kapela","HRV",TRUE,"12964;14842;14843;14844;14846;14877",TRUE,"",0.000343144721771284
24009,2433862460.15845,2110449731.24835,2013,FALSE,3,"14844","HRV","Velika Kapela","HRV",TRUE,"12964;14842;14843;14844;14846;14877",TRUE,"",0.867119554122607
24009,2433862460.15845,18709006.336274,2014,FALSE,61,"14844","HRV","Velika Kapela","HRV",TRUE,"12964;14842;14843;14844;14846;14877",TRUE,"",0.0076869612159826
