"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","note","percPA"
15203,1184503994.30232,1150750683.53079,1993,FALSE,1,"20851","BTN;IND;CHN","Kangto Range","BTN",FALSE,"20851","",0.9715042659764
15212,330575403.613272,43821551.4623286,1993,FALSE,1,"20851","BTN;IND;CHN","Kangto Range","BTN",TRUE,"20851","",0.132561439790583
15212,330575403.613272,31614937.8321283,1999,FALSE,1,"20851","BTN;IND;CHN","Kangto Range","BTN",TRUE,"20851","",0.0956360863106244
15213,10776311.4473381,393837.628489595,1999,FALSE,1,"20851","BTN;IND;CHN","Kangto Range","BTN",TRUE,"20851","",0.0365466078457558
18036,877647541.475235,0,0,FALSE,0,"20851","BTN;IND;CHN","Kangto Range","IND",NA,NA,"no pas overlapping kba",0
18044,851969695.188479,0,0,FALSE,0,"20851","BTN;IND;CHN","Kangto Range","IND",NA,NA,"no pas overlapping kba",0
18045,815077034.954306,0,0,FALSE,0,"20851","BTN;IND;CHN","Kangto Range","IND",NA,NA,"no pas overlapping kba",0
18051,873028574.726245,0,0,FALSE,0,"20851","BTN;IND;CHN","Kangto Range","IND",NA,NA,"no pas overlapping kba",0
18057,57842965.8988299,1239310.5396107,1993,FALSE,1,"20851","BTN;IND;CHN","Kangto Range","IND",TRUE,"20851","",0.0214254321221756
18060,137646240.79958,0,0,FALSE,0,"20851","BTN;IND;CHN","Kangto Range","IND",NA,NA,"no pas overlapping kba",0
18062,326079382.888138,9951133.89200148,1993,FALSE,1,"20851","BTN;IND;CHN","Kangto Range","IND",FALSE,"20851","",0.0305175193962362
23444,118900810.090312,113814006.195579,1993,FALSE,1,"20851","BTN;IND;CHN","Kangto Range","BTN",TRUE,"20851","",0.957218088834982
23235,2279859354.47088,0,0,FALSE,0,"20851","BTN;IND;CHN","Kangto Range","CHN",NA,NA,"no pas overlapping kba",0
18050,791255815.98479,0,0,FALSE,0,"20851","BTN;IND;CHN","Kangto Range","IND",NA,NA,"no pas overlapping kba",0
46869,58229808.9364211,581142.331383467,1993,FALSE,1,"20851","BTN;IND;CHN","Kangto Range","IND",TRUE,"20851","",0.00998015178133237
