"SitRecID","kba","ovl","year","random","nPAs","DOMAIN","range_countries","RangeName","COUNTRY","multiple_ranges","all_gmba_intersec","in_gmba","note","percPA"
1176,108338062.627598,13548032.4859322,2002,FALSE,1,"19901","GRC","Panaitolikon Mountains","GRC",TRUE,"19899;19900;19901",TRUE,"",0.125053302203699
1176,108338062.627598,94784422.0596389,2006,FALSE,2,"19901","GRC","Panaitolikon Mountains","GRC",TRUE,"19899;19900;19901",TRUE,"",0.874894933145074
